ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,String/Message,String/_value,String/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl$1,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl$1,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl$1,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl$1,586,598,0,269,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl$1.doInTransactionWithoutResult(TransactionStatus),org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl$1,doInTransactionWithoutResult,(Lcom/cloud/utils/db/TransactionStatus;)V,false,true,At SnapshotServiceImpl.java:[line 595],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl$1,true,595,595,96,96,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 595],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl$1,595,595,93,93,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,fcfa8dd5bc7f03cc131a47d8f15a152b,0,0,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In StorageSystemSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,184,240,0,692,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy.cleanupSnapshotOnPrimaryStore(long),org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,cleanupSnapshotOnPrimaryStore,(J)Z,false,true,At StorageSystemSnapshotStrategy.java:[line 207],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,207,207,163,163,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,At StorageSystemSnapshotStrategy.java:[line 207],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,207,207,160,160,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3779c02c3e1eaae2d3618d43f50aea6c,0,1,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In StorageSystemSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,184,240,0,692,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy.cleanupSnapshotOnPrimaryStore(long),org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,cleanupSnapshotOnPrimaryStore,(J)Z,false,true,At StorageSystemSnapshotStrategy.java:[line 234],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,234,234,324,324,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,At StorageSystemSnapshotStrategy.java:[line 234],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,234,234,321,321,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3779c02c3e1eaae2d3618d43f50aea6c,1,1,117
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In StorageSystemSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,328,387,0,905,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,"In method org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy.executeRevertSnapshot(SnapshotInfo, VolumeInfo)",org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,executeRevertSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;Lorg/apache/cloudstack/engine/subsystem/api/storage/VolumeInfo;)V,false,true,At StorageSystemSnapshotStrategy.java:[line 336],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,336,336,64,64,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,At StorageSystemSnapshotStrategy.java:[line 334],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,334,334,54,54,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c328636031171a4bda448439dab816fe,0,1,117
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In StorageSystemSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,328,387,0,905,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,"In method org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy.executeRevertSnapshot(SnapshotInfo, VolumeInfo)",org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,executeRevertSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;Lorg/apache/cloudstack/engine/subsystem/api/storage/VolumeInfo;)V,false,true,At StorageSystemSnapshotStrategy.java:[line 363],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,363,363,230,230,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,At StorageSystemSnapshotStrategy.java:[line 360],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,360,360,220,220,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c328636031171a4bda448439dab816fe,1,1,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In StorageSystemSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,889,902,0,245,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy.markAsBackedUp(SnapshotObject),org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,markAsBackedUp,(Lorg/apache/cloudstack/storage/snapshot/SnapshotObject;)V,false,true,At StorageSystemSnapshotStrategy.java:[line 893],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,893,893,44,44,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,At StorageSystemSnapshotStrategy.java:[line 893],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,893,893,41,41,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4cef41b6ec18cb37712fb51b0eb87601,0,1,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In StorageSystemSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,889,902,0,245,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy.markAsBackedUp(SnapshotObject),org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,markAsBackedUp,(Lorg/apache/cloudstack/storage/snapshot/SnapshotObject;)V,false,true,At StorageSystemSnapshotStrategy.java:[line 899],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,899,899,84,84,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,At StorageSystemSnapshotStrategy.java:[line 899],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,899,899,81,81,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4cef41b6ec18cb37712fb51b0eb87601,1,1,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In StorageSystemSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,643,750,0,1379,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,"In method org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy.performSnapshotAndCopyOnHostSide(VolumeInfo, SnapshotInfo)",org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,performSnapshotAndCopyOnHostSide,(Lorg/apache/cloudstack/engine/subsystem/api/storage/VolumeInfo;Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)V,false,true,At StorageSystemSnapshotStrategy.java:[line 725],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,725,725,446,446,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,At StorageSystemSnapshotStrategy.java:[line 725],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,725,725,441,441,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,de8d7631a787e2e46d3ef84990dd3718,0,0,117
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In StorageSystemSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,533,544,0,181,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy.postSnapshotCreation(SnapshotInfo),org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,postSnapshotCreation,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)V,false,true,At StorageSystemSnapshotStrategy.java:[line 540],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,540,540,71,71,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,At StorageSystemSnapshotStrategy.java:[line 540],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,540,540,68,68,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,92b3d8870ad100b43279310834cae581,0,0,117
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In StorageSystemSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,547,579,0,420,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy.takeHypervisorSnapshot(VolumeInfo),org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,takeHypervisorSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/VolumeInfo;)Lcom/cloud/vm/snapshot/VMSnapshot;,false,true,At StorageSystemSnapshotStrategy.java:[line 572],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,572,572,193,193,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,At StorageSystemSnapshotStrategy.java:[line 572],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,572,572,188,188,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d9b65f4ca3d2241c121abb04ec0e5be7,0,0,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In StorageSystemSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,445,528,0,993,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy.takeSnapshot(SnapshotInfo),org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,takeSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;,false,true,At StorageSystemSnapshotStrategy.java:[line 501],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,501,501,315,315,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,At StorageSystemSnapshotStrategy.java:[line 501],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,501,501,312,312,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,39cfb3f14c4505697f3f760c1fee85f4,0,0,117
Predictable pseudorandom number generator,The use of java.util.Random is predictable,In StorageSystemSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,848,884,0,476,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,"In method org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy.getHost(long, boolean)",org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,getHost,(JZ)Ljava/util/Optional;,false,true,At StorageSystemSnapshotStrategy.java:[line 854],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,854,854,51,51,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,Value java.util.Random,java.util.Random,,PREDICTABLE_RANDOM,2,7,SECPR,SECURITY,8d2756cf20abb6180e1b435ccce52d08,0,1,330
Predictable pseudorandom number generator,The use of java.util.Random is predictable,In StorageSystemSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,848,884,0,476,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,"In method org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy.getHost(long, boolean)",org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,getHost,(JZ)Ljava/util/Optional;,false,true,At StorageSystemSnapshotStrategy.java:[line 862],org.apache.cloudstack.storage.snapshot.StorageSystemSnapshotStrategy,true,862,862,136,136,StorageSystemSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/StorageSystemSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,Value java.util.Random,java.util.Random,,PREDICTABLE_RANDOM,2,7,SECPR,SECURITY,8d2756cf20abb6180e1b435ccce52d08,1,1,330
