ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,String/1/Message,String/1/_value,String/1/_role,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath,SourceLine/6/Message,SourceLine/6/_classname,SourceLine/6/_start,SourceLine/6/_end,SourceLine/6/_startBytecode,SourceLine/6/_endBytecode,SourceLine/6/_sourcefile,SourceLine/6/_sourcepath,SourceLine/6/_relSourcepath,SourceLine/7/Message,SourceLine/7/_classname,SourceLine/7/_start,SourceLine/7/_end,SourceLine/7/_startBytecode,SourceLine/7/_endBytecode,SourceLine/7/_sourcefile,SourceLine/7/_sourcepath,SourceLine/7/_relSourcepath,SourceLine/8/Message,SourceLine/8/_classname,SourceLine/8/_start,SourceLine/8/_end,SourceLine/8/_startBytecode,SourceLine/8/_endBytecode,SourceLine/8/_sourcefile,SourceLine/8/_sourcepath,SourceLine/8/_relSourcepath,SourceLine/9/Message,SourceLine/9/_classname,SourceLine/9/_start,SourceLine/9/_end,SourceLine/9/_startBytecode,SourceLine/9/_endBytecode,SourceLine/9/_sourcefile,SourceLine/9/_sourcepath,SourceLine/9/_relSourcepath,SourceLine/10/Message,SourceLine/10/_classname,SourceLine/10/_start,SourceLine/10/_end,SourceLine/10/_startBytecode,SourceLine/10/_endBytecode,SourceLine/10/_sourcefile,SourceLine/10/_sourcepath,SourceLine/10/_relSourcepath,SourceLine/11/Message,SourceLine/11/_classname,SourceLine/11/_start,SourceLine/11/_end,SourceLine/11/_startBytecode,SourceLine/11/_endBytecode,SourceLine/11/_sourcefile,SourceLine/11/_sourcepath,SourceLine/11/_relSourcepath,SourceLine/12/Message,SourceLine/12/_classname,SourceLine/12/_start,SourceLine/12/_end,SourceLine/12/_startBytecode,SourceLine/12/_endBytecode,SourceLine/12/_sourcefile,SourceLine/12/_sourcepath,SourceLine/12/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,119,276,0,2837,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,"In method com.cloud.baremetal.networkservice.BareMetalResourceBase.configure(String, Map)",com.cloud.baremetal.networkservice.BareMetalResourceBase,configure,(Ljava/lang/String;Ljava/util/Map;)Z,false,true,At BareMetalResourceBase.java:[line 190],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,190,190,609,609,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 190],com.cloud.baremetal.networkservice.BareMetalResourceBase,190,190,604,604,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5628d53841301afdb5d03b175e052ba3,2,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,292,315,0,345,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,"In method com.cloud.baremetal.networkservice.BareMetalResourceBase.doScript(Script, OutputInterpreter, int)",com.cloud.baremetal.networkservice.BareMetalResourceBase,doScript,(Lcom/cloud/utils/script/Script;Lcom/cloud/utils/script/OutputInterpreter;I)Z,false,true,At BareMetalResourceBase.java:[line 300],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,300,300,84,84,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 300],com.cloud.baremetal.networkservice.BareMetalResourceBase,300,300,81,81,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,80f27668233f857fa4ae619117308ff5,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,292,315,0,345,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,"In method com.cloud.baremetal.networkservice.BareMetalResourceBase.doScript(Script, OutputInterpreter, int)",com.cloud.baremetal.networkservice.BareMetalResourceBase,doScript,(Lcom/cloud/utils/script/Script;Lcom/cloud/utils/script/OutputInterpreter;I)Z,false,true,At BareMetalResourceBase.java:[line 314],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,314,314,157,157,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 314],com.cloud.baremetal.networkservice.BareMetalResourceBase,314,314,154,154,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,80f27668233f857fa4ae619117308ff5,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,629,630,0,99,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In method com.cloud.baremetal.networkservice.BareMetalResourceBase.execute(ReadyCommand),com.cloud.baremetal.networkservice.BareMetalResourceBase,execute,(Lcom/cloud/agent/api/ReadyCommand;)Lcom/cloud/agent/api/ReadyAnswer;,false,true,At BareMetalResourceBase.java:[line 629],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,629,629,32,32,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 629],com.cloud.baremetal.networkservice.BareMetalResourceBase,629,629,29,29,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e50c3cf8fbd08a0b376c6014a7af1561,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,564,624,0,881,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In method com.cloud.baremetal.networkservice.BareMetalResourceBase.execute(StartCommand),com.cloud.baremetal.networkservice.BareMetalResourceBase,execute,(Lcom/cloud/agent/api/StartCommand;)Lcom/cloud/agent/api/StartAnswer;,false,true,At BareMetalResourceBase.java:[line 601],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,601,601,310,310,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 601],com.cloud.baremetal.networkservice.BareMetalResourceBase,601,601,305,305,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,1b9010fbdb1750f22939da1583661149,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,564,624,0,881,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In method com.cloud.baremetal.networkservice.BareMetalResourceBase.execute(StartCommand),com.cloud.baremetal.networkservice.BareMetalResourceBase,execute,(Lcom/cloud/agent/api/StartCommand;)Lcom/cloud/agent/api/StartAnswer;,false,true,At BareMetalResourceBase.java:[line 615],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,615,615,441,441,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 615],com.cloud.baremetal.networkservice.BareMetalResourceBase,615,615,438,438,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,9fba1043a9d1510f26b7edfb2f4051a6,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,564,624,0,881,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In method com.cloud.baremetal.networkservice.BareMetalResourceBase.execute(StartCommand),com.cloud.baremetal.networkservice.BareMetalResourceBase,execute,(Lcom/cloud/agent/api/StartCommand;)Lcom/cloud/agent/api/StartAnswer;,false,true,At BareMetalResourceBase.java:[line 622],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,622,622,515,515,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 622],com.cloud.baremetal.networkservice.BareMetalResourceBase,622,622,512,512,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,9fba1043a9d1510f26b7edfb2f4051a6,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,528,560,0,391,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In method com.cloud.baremetal.networkservice.BareMetalResourceBase.execute(StopCommand),com.cloud.baremetal.networkservice.BareMetalResourceBase,execute,(Lcom/cloud/agent/api/StopCommand;)Lcom/cloud/agent/api/StopAnswer;,false,true,At BareMetalResourceBase.java:[line 546],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,546,546,96,96,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 546],com.cloud.baremetal.networkservice.BareMetalResourceBase,546,546,93,93,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,df86839834e99bc4cdf03280a2f1dcd3,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,409,425,0,397,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In method com.cloud.baremetal.networkservice.BareMetalResourceBase.execute(IpmISetBootDevCommand),com.cloud.baremetal.networkservice.BareMetalResourceBase,execute,(Lcom/cloud/agent/api/baremetal/IpmISetBootDevCommand;)Lcom/cloud/agent/api/Answer;,false,true,At BareMetalResourceBase.java:[line 420],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,420,420,123,123,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 420],com.cloud.baremetal.networkservice.BareMetalResourceBase,420,420,120,120,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3cbdf3e8ace031d58e779ccbe31e57fc,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,409,425,0,397,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In method com.cloud.baremetal.networkservice.BareMetalResourceBase.execute(IpmISetBootDevCommand),com.cloud.baremetal.networkservice.BareMetalResourceBase,execute,(Lcom/cloud/agent/api/baremetal/IpmISetBootDevCommand;)Lcom/cloud/agent/api/Answer;,false,true,At BareMetalResourceBase.java:[line 424],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,424,424,211,211,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 424],com.cloud.baremetal.networkservice.BareMetalResourceBase,424,424,208,208,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3cbdf3e8ace031d58e779ccbe31e57fc,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,467,496,0,520,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In method com.cloud.baremetal.networkservice.BareMetalResourceBase.executeRequest(Command),com.cloud.baremetal.networkservice.BareMetalResourceBase,executeRequest,(Lcom/cloud/agent/api/Command;)Lcom/cloud/agent/api/Answer;,false,true,At BareMetalResourceBase.java:[line 495],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,495,495,206,206,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 495],com.cloud.baremetal.networkservice.BareMetalResourceBase,495,495,202,202,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4b2f62e29ad88b93e86ba984e8a3394e,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,377,389,0,218,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In method com.cloud.baremetal.networkservice.BareMetalResourceBase.getCurrentStatus(long),com.cloud.baremetal.networkservice.BareMetalResourceBase,getCurrentStatus,(J)Lcom/cloud/agent/api/PingCommand;,false,true,At BareMetalResourceBase.java:[line 380],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,380,380,45,45,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 380],com.cloud.baremetal.networkservice.BareMetalResourceBase,380,380,42,42,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,282598c4b3b371dc05a1ade3d7663e63,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,377,389,0,218,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In method com.cloud.baremetal.networkservice.BareMetalResourceBase.getCurrentStatus(long),com.cloud.baremetal.networkservice.BareMetalResourceBase,getCurrentStatus,(J)Lcom/cloud/agent/api/PingCommand;,false,true,At BareMetalResourceBase.java:[line 385],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,385,385,80,80,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 385],com.cloud.baremetal.networkservice.BareMetalResourceBase,385,385,76,76,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c0559c682b6fef296ccbb0e0f4ca0ca7,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
