ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/1/_primary,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,String/1/Message,String/1/_value,String/1/_role
Potential JDBC Injection,This use of Connection.prepareStatement(...) can be vulnerable to SQL injection,In Upgrade2214to30.java,com.cloud.upgrade.dao.Upgrade2214to30,Upgrade2214to30.java,com/cloud/upgrade/dao/Upgrade2214to30.java,java/com/cloud/upgrade/dao/Upgrade2214to30.java,In class com.cloud.upgrade.dao.Upgrade2214to30,com.cloud.upgrade.dao.Upgrade2214to30,true,com.cloud.upgrade.dao.Upgrade2214to30,778,870,0,1494,Upgrade2214to30.java,com/cloud/upgrade/dao/Upgrade2214to30.java,java/com/cloud/upgrade/dao/Upgrade2214to30.java,In method com.cloud.upgrade.dao.Upgrade2214to30.updateReduntantRouters(Connection),com.cloud.upgrade.dao.Upgrade2214to30,updateReduntantRouters,(Ljava/sql/Connection;)V,false,true,At Upgrade2214to30.java:[line 835],com.cloud.upgrade.dao.Upgrade2214to30,true,835,835,441,441,Upgrade2214to30.java,com/cloud/upgrade/dao/Upgrade2214to30.java,java/com/cloud/upgrade/dao/Upgrade2214to30.java,At Upgrade2214to30.java:[line 835],com.cloud.upgrade.dao.Upgrade2214to30,835,835,438,438,Upgrade2214to30.java,com/cloud/upgrade/dao/Upgrade2214to30.java,java/com/cloud/upgrade/dao/Upgrade2214to30.java,Sink method Connection.prepareStatement(...),Connection.prepareStatement(...),Sink method,SQL_INJECTION_JDBC,2,7,SECSQLIJDBC,SECURITY,dc4972b2116ff61bc64ccc4ea86a3f20,0,0,89,,,,,,,,,,,,,,,,,,,,,,
A prepared statement is generated from a nonconstant String,A prepared statement is generated from a nonconstant String in com.cloud.upgrade.dao.Upgrade2214to30.setupPhysicalNetworks(Connection),In Upgrade2214to30.java,com.cloud.upgrade.dao.Upgrade2214to30,Upgrade2214to30.java,com/cloud/upgrade/dao/Upgrade2214to30.java,java/com/cloud/upgrade/dao/Upgrade2214to30.java,In class com.cloud.upgrade.dao.Upgrade2214to30,com.cloud.upgrade.dao.Upgrade2214to30,true,com.cloud.upgrade.dao.Upgrade2214to30,129,370,0,683,Upgrade2214to30.java,com/cloud/upgrade/dao/Upgrade2214to30.java,java/com/cloud/upgrade/dao/Upgrade2214to30.java,In method com.cloud.upgrade.dao.Upgrade2214to30.setupPhysicalNetworks(Connection),com.cloud.upgrade.dao.Upgrade2214to30,setupPhysicalNetworks,(Ljava/sql/Connection;)V,false,true,At Upgrade2214to30.java:[line 328],com.cloud.upgrade.dao.Upgrade2214to30,true,328,328,1326,1326,Upgrade2214to30.java,com/cloud/upgrade/dao/Upgrade2214to30.java,java/com/cloud/upgrade/dao/Upgrade2214to30.java,At Upgrade2214to30.java:[line 328],com.cloud.upgrade.dao.Upgrade2214to30,328,328,1326,1326,Upgrade2214to30.java,com/cloud/upgrade/dao/Upgrade2214to30.java,java/com/cloud/upgrade/dao/Upgrade2214to30.java,,,,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,2,12,SQL,SECURITY,765f282d16a12648374beddc56cccff2,0,0,89,true,,,,,,,,,,,,,,,,,,,,,
A prepared statement is generated from a nonconstant String,A prepared statement is generated from a nonconstant String in com.cloud.upgrade.dao.Upgrade2214to30.updateReduntantRouters(Connection),In Upgrade2214to30.java,com.cloud.upgrade.dao.Upgrade2214to30,Upgrade2214to30.java,com/cloud/upgrade/dao/Upgrade2214to30.java,java/com/cloud/upgrade/dao/Upgrade2214to30.java,In class com.cloud.upgrade.dao.Upgrade2214to30,com.cloud.upgrade.dao.Upgrade2214to30,true,com.cloud.upgrade.dao.Upgrade2214to30,778,870,0,313,Upgrade2214to30.java,com/cloud/upgrade/dao/Upgrade2214to30.java,java/com/cloud/upgrade/dao/Upgrade2214to30.java,In method com.cloud.upgrade.dao.Upgrade2214to30.updateReduntantRouters(Connection),com.cloud.upgrade.dao.Upgrade2214to30,updateReduntantRouters,(Ljava/sql/Connection;)V,false,true,At Upgrade2214to30.java:[line 835],com.cloud.upgrade.dao.Upgrade2214to30,true,835,835,441,441,Upgrade2214to30.java,com/cloud/upgrade/dao/Upgrade2214to30.java,java/com/cloud/upgrade/dao/Upgrade2214to30.java,At Upgrade2214to30.java:[line 835],com.cloud.upgrade.dao.Upgrade2214to30,835,835,441,441,Upgrade2214to30.java,com/cloud/upgrade/dao/Upgrade2214to30.java,java/com/cloud/upgrade/dao/Upgrade2214to30.java,,,,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,3,15,SQL,SECURITY,58b002b811b902326162abb97328e14d,0,0,89,true,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In Upgrade222to224.java,com.cloud.upgrade.dao.Upgrade222to224,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In class com.cloud.upgrade.dao.Upgrade222to224,com.cloud.upgrade.dao.Upgrade222to224,true,com.cloud.upgrade.dao.Upgrade222to224,112,140,0,465,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In method com.cloud.upgrade.dao.Upgrade222to224.checkForDuplicatePublicNetworks(Connection),com.cloud.upgrade.dao.Upgrade222to224,checkForDuplicatePublicNetworks,(Ljava/sql/Connection;)V,false,true,At Upgrade222to224.java:[line 133],com.cloud.upgrade.dao.Upgrade222to224,true,133,133,145,145,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,At Upgrade222to224.java:[line 133],com.cloud.upgrade.dao.Upgrade222to224,133,133,142,142,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,abda720d2f3816561cd8a8df6a46b930,0,1,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In Upgrade222to224.java,com.cloud.upgrade.dao.Upgrade222to224,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In class com.cloud.upgrade.dao.Upgrade222to224,com.cloud.upgrade.dao.Upgrade222to224,true,com.cloud.upgrade.dao.Upgrade222to224,112,140,0,465,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In method com.cloud.upgrade.dao.Upgrade222to224.checkForDuplicatePublicNetworks(Connection),com.cloud.upgrade.dao.Upgrade222to224,checkForDuplicatePublicNetworks,(Ljava/sql/Connection;)V,false,true,At Upgrade222to224.java:[line 137],com.cloud.upgrade.dao.Upgrade222to224,true,137,137,156,156,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,,,,,,,,,,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,abda720d2f3816561cd8a8df6a46b930,1,1,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade222to224.java,com.cloud.upgrade.dao.Upgrade222to224,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In class com.cloud.upgrade.dao.Upgrade222to224,com.cloud.upgrade.dao.Upgrade222to224,true,com.cloud.upgrade.dao.Upgrade222to224,342,381,0,518,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In method com.cloud.upgrade.dao.Upgrade222to224.fixBasicZoneNicCount(Connection),com.cloud.upgrade.dao.Upgrade222to224,fixBasicZoneNicCount,(Ljava/sql/Connection;)V,false,true,At Upgrade222to224.java:[line 349],com.cloud.upgrade.dao.Upgrade222to224,true,349,349,74,74,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,At Upgrade222to224.java:[line 349],com.cloud.upgrade.dao.Upgrade222to224,349,349,71,71,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c801d8b53382bc988e16b0c0bcfa72b8,0,0,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade222to224.java,com.cloud.upgrade.dao.Upgrade222to224,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In class com.cloud.upgrade.dao.Upgrade222to224,com.cloud.upgrade.dao.Upgrade222to224,true,com.cloud.upgrade.dao.Upgrade222to224,263,320,0,693,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In method com.cloud.upgrade.dao.Upgrade222to224.updateUserStatsWithNetwork(Connection),com.cloud.upgrade.dao.Upgrade222to224,updateUserStatsWithNetwork,(Ljava/sql/Connection;)V,false,true,At Upgrade222to224.java:[line 278],com.cloud.upgrade.dao.Upgrade222to224,true,278,278,131,131,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,At Upgrade222to224.java:[line 278],com.cloud.upgrade.dao.Upgrade222to224,278,278,128,128,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,bc03d697253892f1377cae57c9d1a527,0,0,117,,,,,,,,,,,,,,,,,,,,,,
Potential JDBC Injection,This use of Connection.prepareStatement(...) can be vulnerable to SQL injection,In Upgrade222to224.java,com.cloud.upgrade.dao.Upgrade222to224,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In class com.cloud.upgrade.dao.Upgrade222to224,com.cloud.upgrade.dao.Upgrade222to224,true,com.cloud.upgrade.dao.Upgrade222to224,175,230,0,1014,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In method com.cloud.upgrade.dao.Upgrade222to224.updateClusterIdInOpHostCapacity(Connection),com.cloud.upgrade.dao.Upgrade222to224,updateClusterIdInOpHostCapacity,(Ljava/sql/Connection;)V,false,true,At Upgrade222to224.java:[line 198],com.cloud.upgrade.dao.Upgrade222to224,true,198,198,133,133,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,At Upgrade222to224.java:[line 198],com.cloud.upgrade.dao.Upgrade222to224,198,198,130,130,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,Sink method Connection.prepareStatement(...),Connection.prepareStatement(...),Sink method,SQL_INJECTION_JDBC,2,7,SECSQLIJDBC,SECURITY,73e7ba1a45e84ca9d3af540121dc5bc8,0,0,89,,,,,,,,,,,,,,,,,,,,,,
Potential JDBC Injection,This use of Connection.prepareStatement(...) can be vulnerable to SQL injection,In Upgrade222to224.java,com.cloud.upgrade.dao.Upgrade222to224,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In class com.cloud.upgrade.dao.Upgrade222to224,com.cloud.upgrade.dao.Upgrade222to224,true,com.cloud.upgrade.dao.Upgrade222to224,453,520,0,1055,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In method com.cloud.upgrade.dao.Upgrade222to224.updateFkeysAndIndexes(Connection),com.cloud.upgrade.dao.Upgrade222to224,updateFkeysAndIndexes,(Ljava/sql/Connection;)V,false,true,At Upgrade222to224.java:[line 487],com.cloud.upgrade.dao.Upgrade222to224,true,487,487,239,239,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,At Upgrade222to224.java:[line 486],com.cloud.upgrade.dao.Upgrade222to224,486,486,226,226,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,Sink method Connection.prepareStatement(...),Connection.prepareStatement(...),Sink method,SQL_INJECTION_JDBC,2,7,SECSQLIJDBC,SECURITY,b611f90a0dbf5543dac74b912b9322df,0,3,89,,,,,,,,,,,,,,,,,,,,,,
Potential JDBC Injection,This use of Connection.prepareStatement(...) can be vulnerable to SQL injection,In Upgrade222to224.java,com.cloud.upgrade.dao.Upgrade222to224,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In class com.cloud.upgrade.dao.Upgrade222to224,com.cloud.upgrade.dao.Upgrade222to224,true,com.cloud.upgrade.dao.Upgrade222to224,453,520,0,1055,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In method com.cloud.upgrade.dao.Upgrade222to224.updateFkeysAndIndexes(Connection),com.cloud.upgrade.dao.Upgrade222to224,updateFkeysAndIndexes,(Ljava/sql/Connection;)V,false,true,At Upgrade222to224.java:[line 498],com.cloud.upgrade.dao.Upgrade222to224,true,498,498,311,311,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,At Upgrade222to224.java:[line 497],com.cloud.upgrade.dao.Upgrade222to224,497,497,298,298,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,Sink method Connection.prepareStatement(...),Connection.prepareStatement(...),Sink method,SQL_INJECTION_JDBC,2,7,SECSQLIJDBC,SECURITY,b611f90a0dbf5543dac74b912b9322df,1,3,89,,,,,,,,,,,,,,,,,,,,,,
Potential JDBC Injection,This use of Connection.prepareStatement(...) can be vulnerable to SQL injection,In Upgrade222to224.java,com.cloud.upgrade.dao.Upgrade222to224,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In class com.cloud.upgrade.dao.Upgrade222to224,com.cloud.upgrade.dao.Upgrade222to224,true,com.cloud.upgrade.dao.Upgrade222to224,453,520,0,1055,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In method com.cloud.upgrade.dao.Upgrade222to224.updateFkeysAndIndexes(Connection),com.cloud.upgrade.dao.Upgrade222to224,updateFkeysAndIndexes,(Ljava/sql/Connection;)V,false,true,At Upgrade222to224.java:[line 509],com.cloud.upgrade.dao.Upgrade222to224,true,509,509,382,382,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,At Upgrade222to224.java:[line 508],com.cloud.upgrade.dao.Upgrade222to224,508,508,369,369,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,Sink method Connection.prepareStatement(...),Connection.prepareStatement(...),Sink method,SQL_INJECTION_JDBC,2,7,SECSQLIJDBC,SECURITY,b611f90a0dbf5543dac74b912b9322df,2,3,89,,,,,,,,,,,,,,,,,,,,,,
Potential JDBC Injection,This use of Connection.prepareStatement(...) can be vulnerable to SQL injection,In Upgrade222to224.java,com.cloud.upgrade.dao.Upgrade222to224,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In class com.cloud.upgrade.dao.Upgrade222to224,com.cloud.upgrade.dao.Upgrade222to224,true,com.cloud.upgrade.dao.Upgrade222to224,453,520,0,1055,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In method com.cloud.upgrade.dao.Upgrade222to224.updateFkeysAndIndexes(Connection),com.cloud.upgrade.dao.Upgrade222to224,updateFkeysAndIndexes,(Ljava/sql/Connection;)V,false,true,At Upgrade222to224.java:[line 516],com.cloud.upgrade.dao.Upgrade222to224,true,516,516,440,440,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,At Upgrade222to224.java:[line 515],com.cloud.upgrade.dao.Upgrade222to224,515,515,408,408,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,Sink method Connection.prepareStatement(...),Connection.prepareStatement(...),Sink method,SQL_INJECTION_JDBC,2,7,SECSQLIJDBC,SECURITY,b611f90a0dbf5543dac74b912b9322df,3,3,89,,,,,,,,,,,,,,,,,,,,,,
A prepared statement is generated from a nonconstant String,A prepared statement is generated from a nonconstant String in com.cloud.upgrade.dao.Upgrade222to224.updateFkeysAndIndexes(Connection),In Upgrade222to224.java,com.cloud.upgrade.dao.Upgrade222to224,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In class com.cloud.upgrade.dao.Upgrade222to224,com.cloud.upgrade.dao.Upgrade222to224,true,com.cloud.upgrade.dao.Upgrade222to224,453,520,0,178,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,In method com.cloud.upgrade.dao.Upgrade222to224.updateFkeysAndIndexes(Connection),com.cloud.upgrade.dao.Upgrade222to224,updateFkeysAndIndexes,(Ljava/sql/Connection;)V,false,true,At Upgrade222to224.java:[line 487],com.cloud.upgrade.dao.Upgrade222to224,true,487,487,239,239,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,At Upgrade222to224.java:[line 487],com.cloud.upgrade.dao.Upgrade222to224,487,487,239,239,Upgrade222to224.java,com/cloud/upgrade/dao/Upgrade222to224.java,java/com/cloud/upgrade/dao/Upgrade222to224.java,,,,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,3,15,SQL,SECURITY,b806a90259bd8af71138acecb98e2cf5,0,0,89,true,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade224to225.java,com.cloud.upgrade.dao.Upgrade224to225,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,In class com.cloud.upgrade.dao.Upgrade224to225,com.cloud.upgrade.dao.Upgrade224to225,true,com.cloud.upgrade.dao.Upgrade224to225,292,337,0,825,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,In method com.cloud.upgrade.dao.Upgrade224to225.addMissingKeys(Connection),com.cloud.upgrade.dao.Upgrade224to225,addMissingKeys,(Ljava/sql/Connection;)V,false,true,At Upgrade224to225.java:[line 328],com.cloud.upgrade.dao.Upgrade224to225,true,328,328,357,357,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,At Upgrade224to225.java:[line 328],com.cloud.upgrade.dao.Upgrade224to225,328,328,354,354,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c93b1ba8d5a54e07ad8dae6256fdc17d,0,0,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In Upgrade224to225.java,com.cloud.upgrade.dao.Upgrade224to225,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,In class com.cloud.upgrade.dao.Upgrade224to225,com.cloud.upgrade.dao.Upgrade224to225,true,com.cloud.upgrade.dao.Upgrade224to225,292,337,0,825,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,In method com.cloud.upgrade.dao.Upgrade224to225.addMissingKeys(Connection),com.cloud.upgrade.dao.Upgrade224to225,addMissingKeys,(Ljava/sql/Connection;)V,false,true,At Upgrade224to225.java:[line 334],com.cloud.upgrade.dao.Upgrade224to225,true,334,334,410,410,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,At Upgrade224to225.java:[line 334],com.cloud.upgrade.dao.Upgrade224to225,334,334,407,407,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b751b304b98f2ba21808f048d1308ec6,0,0,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade224to225.java,com.cloud.upgrade.dao.Upgrade224to225,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,In class com.cloud.upgrade.dao.Upgrade224to225,com.cloud.upgrade.dao.Upgrade224to225,true,com.cloud.upgrade.dao.Upgrade224to225,83,125,0,678,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,In method com.cloud.upgrade.dao.Upgrade224to225.createSecurityGroups(Connection),com.cloud.upgrade.dao.Upgrade224to225,createSecurityGroups,(Ljava/sql/Connection;)V,false,true,At Upgrade224to225.java:[line 98],com.cloud.upgrade.dao.Upgrade224to225,true,98,98,161,161,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,At Upgrade224to225.java:[line 98],com.cloud.upgrade.dao.Upgrade224to225,98,98,158,158,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,28d176fc3bbd756e04f25f73f9b947ed,0,0,117,,,,,,,,,,,,,,,,,,,,,,
Potential JDBC Injection,This use of Connection.prepareStatement(...) can be vulnerable to SQL injection,In Upgrade224to225.java,com.cloud.upgrade.dao.Upgrade224to225,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,In class com.cloud.upgrade.dao.Upgrade224to225,com.cloud.upgrade.dao.Upgrade224to225,true,com.cloud.upgrade.dao.Upgrade224to225,292,337,0,825,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,In method com.cloud.upgrade.dao.Upgrade224to225.addMissingKeys(Connection),com.cloud.upgrade.dao.Upgrade224to225,addMissingKeys,(Ljava/sql/Connection;)V,false,true,At Upgrade224to225.java:[line 326],com.cloud.upgrade.dao.Upgrade224to225,true,326,326,311,311,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,At Upgrade224to225.java:[line 326],com.cloud.upgrade.dao.Upgrade224to225,326,326,308,308,Upgrade224to225.java,com/cloud/upgrade/dao/Upgrade224to225.java,java/com/cloud/upgrade/dao/Upgrade224to225.java,Sink method Connection.prepareStatement(...),Connection.prepareStatement(...),Sink method,SQL_INJECTION_JDBC,2,7,SECSQLIJDBC,SECURITY,52aabb922a61ff3c2b95b57535cd195e,0,0,89,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade227to228.java,com.cloud.upgrade.dao.Upgrade227to228,Upgrade227to228.java,com/cloud/upgrade/dao/Upgrade227to228.java,java/com/cloud/upgrade/dao/Upgrade227to228.java,In class com.cloud.upgrade.dao.Upgrade227to228,com.cloud.upgrade.dao.Upgrade227to228,true,com.cloud.upgrade.dao.Upgrade227to228,96,130,0,591,Upgrade227to228.java,com/cloud/upgrade/dao/Upgrade227to228.java,java/com/cloud/upgrade/dao/Upgrade227to228.java,In method com.cloud.upgrade.dao.Upgrade227to228.updateDomainLevelNetworks(Connection),com.cloud.upgrade.dao.Upgrade227to228,updateDomainLevelNetworks,(Ljava/sql/Connection;)V,false,true,At Upgrade227to228.java:[line 116],com.cloud.upgrade.dao.Upgrade227to228,true,116,116,189,189,Upgrade227to228.java,com/cloud/upgrade/dao/Upgrade227to228.java,java/com/cloud/upgrade/dao/Upgrade227to228.java,At Upgrade227to228.java:[line 116],com.cloud.upgrade.dao.Upgrade227to228,116,116,186,186,Upgrade227to228.java,com/cloud/upgrade/dao/Upgrade227to228.java,java/com/cloud/upgrade/dao/Upgrade227to228.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5694a0bb7e760b362d4883f3c2e3e1fe,0,0,117,,,,,,,,,,,,,,,,,,,,,,
