ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,String/1/Message,String/1/_value,String/1/_role,Method/SourceLine/0/_synthetic,SourceLine/0/_synthetic
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In ConsoleProxySecureServerFactoryImpl.java,com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,In class com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,true,com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,81,106,0,185,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,In method com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl.createHttpServerInstance(int),com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,createHttpServerInstance,(I)Lcom/sun/net/httpserver/HttpServer;,false,true,At ConsoleProxySecureServerFactoryImpl.java:[line 101],com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,true,101,101,51,51,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,At ConsoleProxySecureServerFactoryImpl.java:[line 101],com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,101,101,48,48,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,871a1b570907c165158607bed052b2a7,0,0,117,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In ConsoleProxySecureServerFactoryImpl.java,com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,In class com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,true,com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,81,106,0,185,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,In method com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl.createHttpServerInstance(int),com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,createHttpServerInstance,(I)Lcom/sun/net/httpserver/HttpServer;,false,true,At ConsoleProxySecureServerFactoryImpl.java:[line 104],com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,true,104,104,65,65,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,At ConsoleProxySecureServerFactoryImpl.java:[line 104],com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,104,104,61,61,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,2d90035e4c73c90b7fdcef937b155a20,0,0,117,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In ConsoleProxySecureServerFactoryImpl.java,com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,In class com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,true,com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,112,123,0,211,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,In method com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl.createSSLServerSocket(int),com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,createSSLServerSocket,(I)Ljavax/net/ssl/SSLServerSocket;,false,true,At ConsoleProxySecureServerFactoryImpl.java:[line 118],com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,true,118,118,55,55,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,At ConsoleProxySecureServerFactoryImpl.java:[line 118],com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,118,118,52,52,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,1675cd458ecf8c357ed383090dff0791,0,0,117,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In ConsoleProxySecureServerFactoryImpl.java,com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,In class com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,true,com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,112,123,0,211,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,In method com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl.createSSLServerSocket(int),com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,createSSLServerSocket,(I)Ljavax/net/ssl/SSLServerSocket;,false,true,At ConsoleProxySecureServerFactoryImpl.java:[line 121],com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,true,121,121,69,69,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,At ConsoleProxySecureServerFactoryImpl.java:[line 121],com.cloud.consoleproxy.ConsoleProxySecureServerFactoryImpl,121,121,65,65,ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,com/cloud/consoleproxy/ConsoleProxySecureServerFactoryImpl.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,35cc558639979caa2ef2fdc9dbe930e2,0,0,117,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In ConsoleProxyVncClient.java,com.cloud.consoleproxy.ConsoleProxyVncClient$1,ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,In class com.cloud.consoleproxy.ConsoleProxyVncClient$1,com.cloud.consoleproxy.ConsoleProxyVncClient$1,true,com.cloud.consoleproxy.ConsoleProxyVncClient$1,82,112,0,590,ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,In method com.cloud.consoleproxy.ConsoleProxyVncClient$1.run(),com.cloud.consoleproxy.ConsoleProxyVncClient$1,run,()V,false,true,At ConsoleProxyVncClient.java:[line 88],com.cloud.consoleproxy.ConsoleProxyVncClient$1,true,88,88,84,84,ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,At ConsoleProxyVncClient.java:[line 88],com.cloud.consoleproxy.ConsoleProxyVncClient$1,88,88,81,81,ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e39e59e8864ca7bdd6932b8065bc81d4,0,1,117,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In ConsoleProxyVncClient.java,com.cloud.consoleproxy.ConsoleProxyVncClient$1,ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,In class com.cloud.consoleproxy.ConsoleProxyVncClient$1,com.cloud.consoleproxy.ConsoleProxyVncClient$1,true,com.cloud.consoleproxy.ConsoleProxyVncClient$1,82,112,0,590,ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,In method com.cloud.consoleproxy.ConsoleProxyVncClient$1.run(),com.cloud.consoleproxy.ConsoleProxyVncClient$1,run,()V,false,true,At ConsoleProxyVncClient.java:[line 97],com.cloud.consoleproxy.ConsoleProxyVncClient$1,true,97,97,204,204,ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,At ConsoleProxyVncClient.java:[line 97],com.cloud.consoleproxy.ConsoleProxyVncClient$1,97,97,201,201,ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,com/cloud/consoleproxy/ConsoleProxyVncClient.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e39e59e8864ca7bdd6932b8065bc81d4,1,1,117,,,,,
Unencrypted Socket,Unencrypted socket to com.cloud.consoleproxy.util.RawHTTP (instead of SSLSocket),In RawHTTP.java,com.cloud.consoleproxy.util.RawHTTP,RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,In class com.cloud.consoleproxy.util.RawHTTP,com.cloud.consoleproxy.util.RawHTTP,true,com.cloud.consoleproxy.util.RawHTTP,138,168,0,550,RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,In method com.cloud.consoleproxy.util.RawHTTP._getSocket(),com.cloud.consoleproxy.util.RawHTTP,_getSocket,()Ljava/net/Socket;,false,true,At RawHTTP.java:[line 168],com.cloud.consoleproxy.util.RawHTTP,true,168,168,220,220,RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,,,,,,,,,,Value remote host,remote host,,UNENCRYPTED_SOCKET,2,7,SECUS,SECURITY,3dda7fc33ed38b8bca6be4913d9188eb,0,0,319,,,,,
TrustManager that accept any certificates,TrustManager that accept any certificates makes communication vulnerable to a MITM attack,In RawHTTP.java,com.cloud.consoleproxy.util.RawHTTP$1,RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,In class com.cloud.consoleproxy.util.RawHTTP$1,com.cloud.consoleproxy.util.RawHTTP$1,true,com.cloud.consoleproxy.util.RawHTTP$1,130,130,0,62,RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,"In method com.cloud.consoleproxy.util.RawHTTP$1.checkClientTrusted(X509Certificate[], String)",com.cloud.consoleproxy.util.RawHTTP$1,checkClientTrusted,([Ljava/security/cert/X509Certificate;Ljava/lang/String;)V,false,true,At RawHTTP.java:[line 130],com.cloud.consoleproxy.util.RawHTTP$1,,130,130,0,62,RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,,,,,,,,,,,,,WEAK_TRUST_MANAGER,2,7,SECWTM,SECURITY,a2da40646ec0e55aaabbc5cbd08a117d,0,0,295,,,,true,true
TrustManager that accept any certificates,TrustManager that accept any certificates makes communication vulnerable to a MITM attack,In RawHTTP.java,com.cloud.consoleproxy.util.RawHTTP$1,RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,In class com.cloud.consoleproxy.util.RawHTTP$1,com.cloud.consoleproxy.util.RawHTTP$1,true,com.cloud.consoleproxy.util.RawHTTP$1,134,134,0,62,RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,"In method com.cloud.consoleproxy.util.RawHTTP$1.checkServerTrusted(X509Certificate[], String)",com.cloud.consoleproxy.util.RawHTTP$1,checkServerTrusted,([Ljava/security/cert/X509Certificate;Ljava/lang/String;)V,false,true,At RawHTTP.java:[line 134],com.cloud.consoleproxy.util.RawHTTP$1,,134,134,0,62,RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,,,,,,,,,,,,,WEAK_TRUST_MANAGER,2,7,SECWTM,SECURITY,c6a810006f1b249b34d3f35bea0b4cee,0,0,295,,,,true,true
TrustManager that accept any certificates,TrustManager that accept any certificates makes communication vulnerable to a MITM attack,In RawHTTP.java,com.cloud.consoleproxy.util.RawHTTP$1,RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,In class com.cloud.consoleproxy.util.RawHTTP$1,com.cloud.consoleproxy.util.RawHTTP$1,true,com.cloud.consoleproxy.util.RawHTTP$1,125,125,0,43,RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,In method com.cloud.consoleproxy.util.RawHTTP$1.getAcceptedIssuers(),com.cloud.consoleproxy.util.RawHTTP$1,getAcceptedIssuers,()[Ljava/security/cert/X509Certificate;,false,true,At RawHTTP.java:[line 125],com.cloud.consoleproxy.util.RawHTTP$1,,125,125,0,43,RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,com/cloud/consoleproxy/util/RawHTTP.java,,,,,,,,,,,,,WEAK_TRUST_MANAGER,2,7,SECWTM,SECURITY,ea5aea19e368474e5c346db52acca31d,0,0,295,,,,true,true
Cipher with no integrity,The cipher does not provide data integrity,In VncClient.java,com.cloud.consoleproxy.vnc.VncClient,VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,In class com.cloud.consoleproxy.vnc.VncClient,com.cloud.consoleproxy.vnc.VncClient,true,com.cloud.consoleproxy.vnc.VncClient,339,355,0,354,VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,"In method com.cloud.consoleproxy.vnc.VncClient.encodePassword(byte[], String)",com.cloud.consoleproxy.vnc.VncClient,encodePassword,([BLjava/lang/String;)[B,false,true,At VncClient.java:[line 351],com.cloud.consoleproxy.vnc.VncClient,true,351,351,120,120,VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,,,,,,,,,,,,,CIPHER_INTEGRITY,1,5,CIPINT,SECURITY,13af7653b2f552bba565e38e27c3b057,0,0,353,,,,,
DES/DESede is insecure,DES/DESede should be replaced with AES,In VncClient.java,com.cloud.consoleproxy.vnc.VncClient,VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,In class com.cloud.consoleproxy.vnc.VncClient,com.cloud.consoleproxy.vnc.VncClient,true,com.cloud.consoleproxy.vnc.VncClient,339,355,0,354,VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,"In method com.cloud.consoleproxy.vnc.VncClient.encodePassword(byte[], String)",com.cloud.consoleproxy.vnc.VncClient,encodePassword,([BLjava/lang/String;)[B,false,true,At VncClient.java:[line 351],com.cloud.consoleproxy.vnc.VncClient,true,351,351,120,120,VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,,,,,,,,,,,,,DES_USAGE,2,7,SECDU,SECURITY,1cf73ff9dd1ebe8a7667328859d2b6af,0,0,326,,,,,
ECB mode is insecure,"The cipher uses ECB mode, which provides poor confidentiality for encrypted data",In VncClient.java,com.cloud.consoleproxy.vnc.VncClient,VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,In class com.cloud.consoleproxy.vnc.VncClient,com.cloud.consoleproxy.vnc.VncClient,true,com.cloud.consoleproxy.vnc.VncClient,339,355,0,354,VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,"In method com.cloud.consoleproxy.vnc.VncClient.encodePassword(byte[], String)",com.cloud.consoleproxy.vnc.VncClient,encodePassword,([BLjava/lang/String;)[B,false,true,At VncClient.java:[line 351],com.cloud.consoleproxy.vnc.VncClient,true,351,351,120,120,VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,,,,,,,,,,,,,ECB_MODE,1,5,SECECB,SECURITY,2e35ae40c6d8da3513bca0077e870bb4,0,0,327,,,,,
Unencrypted Socket,Unencrypted socket to com.cloud.consoleproxy.vnc.VncClient (instead of SSLSocket),In VncClient.java,com.cloud.consoleproxy.vnc.VncClient,VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,In class com.cloud.consoleproxy.vnc.VncClient,com.cloud.consoleproxy.vnc.VncClient,true,com.cloud.consoleproxy.vnc.VncClient,154,157,0,141,VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,"In method com.cloud.consoleproxy.vnc.VncClient.connectTo(String, int, String)",com.cloud.consoleproxy.vnc.VncClient,connectTo,(Ljava/lang/String;ILjava/lang/String;)V,false,true,At VncClient.java:[line 155],com.cloud.consoleproxy.vnc.VncClient,true,155,155,46,46,VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,com/cloud/consoleproxy/vnc/VncClient.java,,,,,,,,,,Value remote host,remote host,,UNENCRYPTED_SOCKET,2,7,SECUS,SECURITY,7958b6a13cf9641219f2a3617284def6,0,0,319,,,,,
