ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,String/0/Message,String/0/_value,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/_role,String/1/Message,String/1/_value,String/1/_role,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In MetalinkTemplateDownloader.java,com.cloud.storage.template.MetalinkTemplateDownloader,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,In class com.cloud.storage.template.MetalinkTemplateDownloader,com.cloud.storage.template.MetalinkTemplateDownloader,true,com.cloud.storage.template.MetalinkTemplateDownloader,120,153,0,530,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,"In method com.cloud.storage.template.MetalinkTemplateDownloader.download(boolean, TemplateDownloader$DownloadCompleteCallback)",com.cloud.storage.template.MetalinkTemplateDownloader,download,(ZLcom/cloud/storage/template/TemplateDownloader$DownloadCompleteCallback;)J,false,true,At MetalinkTemplateDownloader.java:[line 130],com.cloud.storage.template.MetalinkTemplateDownloader,true,130,130,114,114,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,Sink method Logger.error(...),Logger.error(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,f65be09bf687da21e7b595dc5793554,0,0,117,At MetalinkTemplateDownloader.java:[line 130],com.cloud.storage.template.MetalinkTemplateDownloader,130,130,111,111,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In MetalinkTemplateDownloader.java,com.cloud.storage.template.MetalinkTemplateDownloader,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,In class com.cloud.storage.template.MetalinkTemplateDownloader,com.cloud.storage.template.MetalinkTemplateDownloader,true,com.cloud.storage.template.MetalinkTemplateDownloader,120,153,0,530,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,"In method com.cloud.storage.template.MetalinkTemplateDownloader.download(boolean, TemplateDownloader$DownloadCompleteCallback)",com.cloud.storage.template.MetalinkTemplateDownloader,download,(ZLcom/cloud/storage/template/TemplateDownloader$DownloadCompleteCallback;)J,false,true,At MetalinkTemplateDownloader.java:[line 147],com.cloud.storage.template.MetalinkTemplateDownloader,true,147,147,230,230,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,Sink method Logger.info(...),Logger.info(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,dc9077dd1239e12342e57612ae322192,1,1,117,At MetalinkTemplateDownloader.java:[line 147],com.cloud.storage.template.MetalinkTemplateDownloader,147,147,227,227,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In MetalinkTemplateDownloader.java,com.cloud.storage.template.MetalinkTemplateDownloader,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,In class com.cloud.storage.template.MetalinkTemplateDownloader,com.cloud.storage.template.MetalinkTemplateDownloader,true,com.cloud.storage.template.MetalinkTemplateDownloader,98,103,0,143,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,In method com.cloud.storage.template.MetalinkTemplateDownloader.downloadTemplate(),com.cloud.storage.template.MetalinkTemplateDownloader,downloadTemplate,()Z,false,true,At MetalinkTemplateDownloader.java:[line 100],com.cloud.storage.template.MetalinkTemplateDownloader,true,100,100,41,41,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,Sink method Logger.error(...),Logger.error(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,251aac24d0ff72822835e716e70ca283,0,0,117,At MetalinkTemplateDownloader.java:[line 100],com.cloud.storage.template.MetalinkTemplateDownloader,100,100,38,38,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In MetalinkTemplateDownloader.java,com.cloud.storage.template.MetalinkTemplateDownloader,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,In class com.cloud.storage.template.MetalinkTemplateDownloader,com.cloud.storage.template.MetalinkTemplateDownloader,true,com.cloud.storage.template.MetalinkTemplateDownloader,108,116,0,592,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,In method com.cloud.storage.template.MetalinkTemplateDownloader.performDownload(),com.cloud.storage.template.MetalinkTemplateDownloader,performDownload,()Z,false,true,At MetalinkTemplateDownloader.java:[line 113],com.cloud.storage.template.MetalinkTemplateDownloader,true,113,113,224,224,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,Sink method Logger.error(...),Logger.error(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4a1332a4fad60df05a1a1c509381b1fc,0,0,117,At MetalinkTemplateDownloader.java:[line 113],com.cloud.storage.template.MetalinkTemplateDownloader,113,113,221,221,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file write),FileOutputStream(...) writes to a file whose location might be specified by user input,In MetalinkTemplateDownloader.java,com.cloud.storage.template.MetalinkTemplateDownloader,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,In class com.cloud.storage.template.MetalinkTemplateDownloader,com.cloud.storage.template.MetalinkTemplateDownloader,true,com.cloud.storage.template.MetalinkTemplateDownloader,108,116,0,592,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,In method com.cloud.storage.template.MetalinkTemplateDownloader.performDownload(),com.cloud.storage.template.MetalinkTemplateDownloader,performDownload,()Z,false,true,At MetalinkTemplateDownloader.java:[line 109],com.cloud.storage.template.MetalinkTemplateDownloader,true,109,109,18,18,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,Sink method FileOutputStream(...),FileOutputStream(...),PATH_TRAVERSAL_OUT,2,7,SECPTO,SECURITY,489da9dca3f316b0994098bf61f576e8,0,0,22,At MetalinkTemplateDownloader.java:[line 109],com.cloud.storage.template.MetalinkTemplateDownloader,109,109,15,15,MetalinkTemplateDownloader.java,com/cloud/storage/template/MetalinkTemplateDownloader.java,java/com/cloud/storage/template/MetalinkTemplateDownloader.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In OVAProcessor.java,com.cloud.storage.template.OVAProcessor,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,In class com.cloud.storage.template.OVAProcessor,com.cloud.storage.template.OVAProcessor,true,com.cloud.storage.template.OVAProcessor,164,193,0,683,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,"In method com.cloud.storage.template.OVAProcessor.getDiskDetails(String, String)",com.cloud.storage.template.OVAProcessor,getDiskDetails,(Ljava/lang/String;Ljava/lang/String;)Lcom/cloud/utils/Pair;,false,true,At OVAProcessor.java:[line 192],com.cloud.storage.template.OVAProcessor,true,192,192,288,288,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method Logger.error(...),Logger.error(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5a97dba4eae998941458913c02e05173,0,0,117,At OVAProcessor.java:[line 191],com.cloud.storage.template.OVAProcessor,191,191,278,278,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In OVAProcessor.java,com.cloud.storage.template.OVAProcessor,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,In class com.cloud.storage.template.OVAProcessor,com.cloud.storage.template.OVAProcessor,true,com.cloud.storage.template.OVAProcessor,139,159,0,607,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,"In method com.cloud.storage.template.OVAProcessor.getTemplateVirtualSize(String, String)",com.cloud.storage.template.OVAProcessor,getTemplateVirtualSize,(Ljava/lang/String;Ljava/lang/String;)J,false,true,At OVAProcessor.java:[line 145],com.cloud.storage.template.OVAProcessor,true,145,145,142,142,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method Logger.error(...),Logger.error(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,83ebc28eafb3e87debdf00c0ff7f6e4a,0,1,117,At OVAProcessor.java:[line 144],com.cloud.storage.template.OVAProcessor,144,144,132,132,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In OVAProcessor.java,com.cloud.storage.template.OVAProcessor,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,In class com.cloud.storage.template.OVAProcessor,com.cloud.storage.template.OVAProcessor,true,com.cloud.storage.template.OVAProcessor,139,159,0,607,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,"In method com.cloud.storage.template.OVAProcessor.getTemplateVirtualSize(String, String)",com.cloud.storage.template.OVAProcessor,getTemplateVirtualSize,(Ljava/lang/String;Ljava/lang/String;)J,false,true,At OVAProcessor.java:[line 158],com.cloud.storage.template.OVAProcessor,true,158,158,286,286,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method Logger.error(...),Logger.error(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,83ebc28eafb3e87debdf00c0ff7f6e4a,1,1,117,At OVAProcessor.java:[line 157],com.cloud.storage.template.OVAProcessor,157,157,276,276,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In OVAProcessor.java,com.cloud.storage.template.OVAProcessor,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,In class com.cloud.storage.template.OVAProcessor,com.cloud.storage.template.OVAProcessor,true,com.cloud.storage.template.OVAProcessor,128,134,0,164,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,In method com.cloud.storage.template.OVAProcessor.getVirtualSize(File),com.cloud.storage.template.OVAProcessor,getVirtualSize,(Ljava/io/File;)J,false,true,At OVAProcessor.java:[line 131],com.cloud.storage.template.OVAProcessor,true,131,131,41,41,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method Logger.info(...),Logger.info(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,1ff11a073d1d0f67ba71c3190fafb14f,0,0,117,At OVAProcessor.java:[line 132],com.cloud.storage.template.OVAProcessor,132,132,38,38,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In OVAProcessor.java,com.cloud.storage.template.OVAProcessor,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,In class com.cloud.storage.template.OVAProcessor,com.cloud.storage.template.OVAProcessor,true,com.cloud.storage.template.OVAProcessor,56,122,0,1285,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,"In method com.cloud.storage.template.OVAProcessor.process(String, Storage$ImageFormat, String, long)",com.cloud.storage.template.OVAProcessor,process,(Ljava/lang/String;Lcom/cloud/storage/Storage$ImageFormat;Ljava/lang/String;J)Lcom/cloud/storage/template/Processor$FormatInfo;,false,true,At OVAProcessor.java:[line 58],com.cloud.storage.template.OVAProcessor,true,58,58,40,40,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method Logger.info(...),Logger.info(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,defc49815a557ff9e75a444d220ba128,0,6,117,At OVAProcessor.java:[line 58],com.cloud.storage.template.OVAProcessor,58,58,37,37,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In OVAProcessor.java,com.cloud.storage.template.OVAProcessor,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,In class com.cloud.storage.template.OVAProcessor,com.cloud.storage.template.OVAProcessor,true,com.cloud.storage.template.OVAProcessor,56,122,0,1285,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,"In method com.cloud.storage.template.OVAProcessor.process(String, Storage$ImageFormat, String, long)",com.cloud.storage.template.OVAProcessor,process,(Ljava/lang/String;Lcom/cloud/storage/Storage$ImageFormat;Ljava/lang/String;J)Lcom/cloud/storage/template/Processor$FormatInfo;,false,true,At OVAProcessor.java:[line 63],com.cloud.storage.template.OVAProcessor,true,63,63,76,76,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method Logger.info(...),Logger.info(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,defc49815a557ff9e75a444d220ba128,1,6,117,At OVAProcessor.java:[line 63],com.cloud.storage.template.OVAProcessor,63,63,73,73,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In OVAProcessor.java,com.cloud.storage.template.OVAProcessor,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,In class com.cloud.storage.template.OVAProcessor,com.cloud.storage.template.OVAProcessor,true,com.cloud.storage.template.OVAProcessor,56,122,0,1285,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,"In method com.cloud.storage.template.OVAProcessor.process(String, Storage$ImageFormat, String, long)",com.cloud.storage.template.OVAProcessor,process,(Ljava/lang/String;Lcom/cloud/storage/Storage$ImageFormat;Ljava/lang/String;J)Lcom/cloud/storage/template/Processor$FormatInfo;,false,true,At OVAProcessor.java:[line 67],com.cloud.storage.template.OVAProcessor,true,67,67,165,165,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method Logger.info(...),Logger.info(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,defc49815a557ff9e75a444d220ba128,2,6,117,At OVAProcessor.java:[line 67],com.cloud.storage.template.OVAProcessor,67,67,162,162,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In OVAProcessor.java,com.cloud.storage.template.OVAProcessor,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,In class com.cloud.storage.template.OVAProcessor,com.cloud.storage.template.OVAProcessor,true,com.cloud.storage.template.OVAProcessor,56,122,0,1285,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,"In method com.cloud.storage.template.OVAProcessor.process(String, Storage$ImageFormat, String, long)",com.cloud.storage.template.OVAProcessor,process,(Ljava/lang/String;Lcom/cloud/storage/Storage$ImageFormat;Ljava/lang/String;J)Lcom/cloud/storage/template/Processor$FormatInfo;,false,true,At OVAProcessor.java:[line 72],com.cloud.storage.template.OVAProcessor,true,72,72,201,201,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method Logger.info(...),Logger.info(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,defc49815a557ff9e75a444d220ba128,3,6,117,At OVAProcessor.java:[line 72],com.cloud.storage.template.OVAProcessor,72,72,198,198,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In OVAProcessor.java,com.cloud.storage.template.OVAProcessor,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,In class com.cloud.storage.template.OVAProcessor,com.cloud.storage.template.OVAProcessor,true,com.cloud.storage.template.OVAProcessor,56,122,0,1285,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,"In method com.cloud.storage.template.OVAProcessor.process(String, Storage$ImageFormat, String, long)",com.cloud.storage.template.OVAProcessor,process,(Ljava/lang/String;Lcom/cloud/storage/Storage$ImageFormat;Ljava/lang/String;J)Lcom/cloud/storage/template/Processor$FormatInfo;,false,true,At OVAProcessor.java:[line 82],com.cloud.storage.template.OVAProcessor,true,82,82,367,367,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method Logger.info(...),Logger.info(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,defc49815a557ff9e75a444d220ba128,4,6,117,At OVAProcessor.java:[line 82],com.cloud.storage.template.OVAProcessor,82,82,364,364,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In OVAProcessor.java,com.cloud.storage.template.OVAProcessor,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,In class com.cloud.storage.template.OVAProcessor,com.cloud.storage.template.OVAProcessor,true,com.cloud.storage.template.OVAProcessor,56,122,0,1285,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,"In method com.cloud.storage.template.OVAProcessor.process(String, Storage$ImageFormat, String, long)",com.cloud.storage.template.OVAProcessor,process,(Ljava/lang/String;Lcom/cloud/storage/Storage$ImageFormat;Ljava/lang/String;J)Lcom/cloud/storage/template/Processor$FormatInfo;,false,true,At OVAProcessor.java:[line 91],com.cloud.storage.template.OVAProcessor,true,91,91,464,464,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method Logger.warn(...),Logger.warn(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,2229f4fe4ed9100cfade765453ca97f,0,1,117,At OVAProcessor.java:[line 91],com.cloud.storage.template.OVAProcessor,91,91,461,461,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In OVAProcessor.java,com.cloud.storage.template.OVAProcessor,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,In class com.cloud.storage.template.OVAProcessor,com.cloud.storage.template.OVAProcessor,true,com.cloud.storage.template.OVAProcessor,56,122,0,1285,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,"In method com.cloud.storage.template.OVAProcessor.process(String, Storage$ImageFormat, String, long)",com.cloud.storage.template.OVAProcessor,process,(Ljava/lang/String;Lcom/cloud/storage/Storage$ImageFormat;Ljava/lang/String;J)Lcom/cloud/storage/template/Processor$FormatInfo;,false,true,At OVAProcessor.java:[line 97],com.cloud.storage.template.OVAProcessor,true,97,97,544,544,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method Logger.warn(...),Logger.warn(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,2229f4fe4ed9100cfade765453ca97f,1,1,117,At OVAProcessor.java:[line 97],com.cloud.storage.template.OVAProcessor,97,97,541,541,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In OVAProcessor.java,com.cloud.storage.template.OVAProcessor,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,In class com.cloud.storage.template.OVAProcessor,com.cloud.storage.template.OVAProcessor,true,com.cloud.storage.template.OVAProcessor,56,122,0,1285,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,"In method com.cloud.storage.template.OVAProcessor.process(String, Storage$ImageFormat, String, long)",com.cloud.storage.template.OVAProcessor,process,(Ljava/lang/String;Lcom/cloud/storage/Storage$ImageFormat;Ljava/lang/String;J)Lcom/cloud/storage/template/Processor$FormatInfo;,false,true,At OVAProcessor.java:[line 113],com.cloud.storage.template.OVAProcessor,true,113,113,704,704,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method Logger.info(...),Logger.info(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,defc49815a557ff9e75a444d220ba128,5,6,117,At OVAProcessor.java:[line 113],com.cloud.storage.template.OVAProcessor,113,113,701,701,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In OVAProcessor.java,com.cloud.storage.template.OVAProcessor,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,In class com.cloud.storage.template.OVAProcessor,com.cloud.storage.template.OVAProcessor,true,com.cloud.storage.template.OVAProcessor,56,122,0,1285,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,"In method com.cloud.storage.template.OVAProcessor.process(String, Storage$ImageFormat, String, long)",com.cloud.storage.template.OVAProcessor,process,(Ljava/lang/String;Lcom/cloud/storage/Storage$ImageFormat;Ljava/lang/String;J)Lcom/cloud/storage/template/Processor$FormatInfo;,false,true,At OVAProcessor.java:[line 117],com.cloud.storage.template.OVAProcessor,true,117,117,749,749,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method Logger.info(...),Logger.info(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,defc49815a557ff9e75a444d220ba128,6,6,117,At OVAProcessor.java:[line 117],com.cloud.storage.template.OVAProcessor,117,117,744,744,OVAProcessor.java,com/cloud/storage/template/OVAProcessor.java,java/com/cloud/storage/template/OVAProcessor.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
