ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,String/1/Message,String/1/_value,String/1/_role,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,Method/SourceLine/0/_synthetic,SourceLine/0/_synthetic,Class/SourceLine/0/_start,Class/SourceLine/0/_end,Class/SourceLine/0/_synthetic,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.trace(...) might be used to include CRLF characters into log messages,In NioConnection.java,com.cloud.utils.nio.NioConnection,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In class com.cloud.utils.nio.NioConnection,com.cloud.utils.nio.NioConnection,true,com.cloud.utils.nio.NioConnection,193,249,0,513,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In method com.cloud.utils.nio.NioConnection.accept(SelectionKey),com.cloud.utils.nio.NioConnection,accept,(Ljava/nio/channels/SelectionKey;)V,false,true,At NioConnection.java:[line 242],com.cloud.utils.nio.NioConnection,true,242,242,178,178,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,At NioConnection.java:[line 242],com.cloud.utils.nio.NioConnection,242,242,175,175,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,Sink method Logger.trace(...),Logger.trace(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,eabff5bad65286943205552941a1459,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.trace(...) might be used to include CRLF characters into log messages,In NioConnection.java,com.cloud.utils.nio.NioConnection,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In class com.cloud.utils.nio.NioConnection,com.cloud.utils.nio.NioConnection,true,com.cloud.utils.nio.NioConnection,132,183,0,613,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In method com.cloud.utils.nio.NioConnection.call(),com.cloud.utils.nio.NioConnection,call,()Ljava/lang/Boolean;,false,true,At NioConnection.java:[line 141],com.cloud.utils.nio.NioConnection,true,141,141,69,69,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,At NioConnection.java:[line 141],com.cloud.utils.nio.NioConnection,141,141,66,66,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,Sink method Logger.trace(...),Logger.trace(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,a4cbab038e1c999e72f0604330185f09,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.trace(...) might be used to include CRLF characters into log messages,In NioConnection.java,com.cloud.utils.nio.NioConnection,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In class com.cloud.utils.nio.NioConnection,com.cloud.utils.nio.NioConnection,true,com.cloud.utils.nio.NioConnection,132,183,0,613,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In method com.cloud.utils.nio.NioConnection.call(),com.cloud.utils.nio.NioConnection,call,()Ljava/lang/Boolean;,false,true,At NioConnection.java:[line 150],com.cloud.utils.nio.NioConnection,true,150,150,138,138,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,At NioConnection.java:[line 150],com.cloud.utils.nio.NioConnection,150,150,135,135,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,Sink method Logger.trace(...),Logger.trace(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,a4cbab038e1c999e72f0604330185f09,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In NioConnection.java,com.cloud.utils.nio.NioConnection,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In class com.cloud.utils.nio.NioConnection,com.cloud.utils.nio.NioConnection,true,com.cloud.utils.nio.NioConnection,451,465,0,215,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In method com.cloud.utils.nio.NioConnection.closeConnection(SelectionKey),com.cloud.utils.nio.NioConnection,closeConnection,(Ljava/nio/channels/SelectionKey;)V,false,true,At NioConnection.java:[line 457],com.cloud.utils.nio.NioConnection,true,457,457,54,54,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,At NioConnection.java:[line 457],com.cloud.utils.nio.NioConnection,457,457,51,51,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b205f9e3761e486b63bc7662e10d1fa7,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In NioConnection.java,com.cloud.utils.nio.NioConnection,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In class com.cloud.utils.nio.NioConnection,com.cloud.utils.nio.NioConnection,true,com.cloud.utils.nio.NioConnection,395,421,0,422,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In method com.cloud.utils.nio.NioConnection.connect(SelectionKey),com.cloud.utils.nio.NioConnection,connect,(Ljava/nio/channels/SelectionKey;)V,false,true,At NioConnection.java:[line 405],com.cloud.utils.nio.NioConnection,true,405,405,67,67,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,At NioConnection.java:[line 405],com.cloud.utils.nio.NioConnection,405,405,64,64,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,371013bfc6fc0ff69cf4c3bd0a51370,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In NioConnection.java,com.cloud.utils.nio.NioConnection,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In class com.cloud.utils.nio.NioConnection,com.cloud.utils.nio.NioConnection,true,com.cloud.utils.nio.NioConnection,309,320,0,221,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,"In method com.cloud.utils.nio.NioConnection.logDebug(Exception, SelectionKey, int)",com.cloud.utils.nio.NioConnection,logDebug,(Ljava/lang/Exception;Ljava/nio/channels/SelectionKey;I)V,false,true,At NioConnection.java:[line 318],com.cloud.utils.nio.NioConnection,true,318,318,81,81,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,At NioConnection.java:[line 318],com.cloud.utils.nio.NioConnection,318,318,78,78,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,dc8100ade4a39d58bdc4bff280a264cb,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.trace(...) might be used to include CRLF characters into log messages,In NioConnection.java,com.cloud.utils.nio.NioConnection,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In class com.cloud.utils.nio.NioConnection,com.cloud.utils.nio.NioConnection,true,com.cloud.utils.nio.NioConnection,295,306,0,214,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,"In method com.cloud.utils.nio.NioConnection.logTrace(Exception, SelectionKey, int)",com.cloud.utils.nio.NioConnection,logTrace,(Ljava/lang/Exception;Ljava/nio/channels/SelectionKey;I)V,false,true,At NioConnection.java:[line 304],com.cloud.utils.nio.NioConnection,true,304,304,74,74,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,At NioConnection.java:[line 304],com.cloud.utils.nio.NioConnection,304,304,71,71,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,Sink method Logger.trace(...),Logger.trace(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,570e4a5eee629a5835ae4e0056175ff2,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.trace(...) might be used to include CRLF characters into log messages,In NioConnection.java,com.cloud.utils.nio.NioConnection,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In class com.cloud.utils.nio.NioConnection,com.cloud.utils.nio.NioConnection,true,com.cloud.utils.nio.NioConnection,324,392,0,1219,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In method com.cloud.utils.nio.NioConnection.processTodos(),com.cloud.utils.nio.NioConnection,processTodos,()V,false,true,At NioConnection.java:[line 334],com.cloud.utils.nio.NioConnection,true,334,334,79,79,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,At NioConnection.java:[line 334],com.cloud.utils.nio.NioConnection,334,334,76,76,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,Sink method Logger.trace(...),Logger.trace(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,250b5e732aea53acc34dd63c42b9a789,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In NioConnection.java,com.cloud.utils.nio.NioConnection,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In class com.cloud.utils.nio.NioConnection,com.cloud.utils.nio.NioConnection,true,com.cloud.utils.nio.NioConnection,324,392,0,1219,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In method com.cloud.utils.nio.NioConnection.processTodos(),com.cloud.utils.nio.NioConnection,processTodos,()V,false,true,At NioConnection.java:[line 362],com.cloud.utils.nio.NioConnection,true,362,362,301,301,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,At NioConnection.java:[line 362],com.cloud.utils.nio.NioConnection,362,362,298,298,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,a8ac625f0edb0426f8fed177036a23ef,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.trace(...) might be used to include CRLF characters into log messages,In NioConnection.java,com.cloud.utils.nio.NioConnection,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In class com.cloud.utils.nio.NioConnection,com.cloud.utils.nio.NioConnection,true,com.cloud.utils.nio.NioConnection,324,392,0,1219,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In method com.cloud.utils.nio.NioConnection.processTodos(),com.cloud.utils.nio.NioConnection,processTodos,()V,false,true,At NioConnection.java:[line 375],com.cloud.utils.nio.NioConnection,true,375,375,419,419,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,At NioConnection.java:[line 375],com.cloud.utils.nio.NioConnection,375,375,416,416,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,Sink method Logger.trace(...),Logger.trace(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,250b5e732aea53acc34dd63c42b9a789,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.trace(...) might be used to include CRLF characters into log messages,In NioConnection.java,com.cloud.utils.nio.NioConnection,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In class com.cloud.utils.nio.NioConnection,com.cloud.utils.nio.NioConnection,true,com.cloud.utils.nio.NioConnection,268,292,0,414,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In method com.cloud.utils.nio.NioConnection.read(SelectionKey),com.cloud.utils.nio.NioConnection,read,(Ljava/nio/channels/SelectionKey;)V,false,true,At NioConnection.java:[line 272],com.cloud.utils.nio.NioConnection,true,272,272,53,53,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,At NioConnection.java:[line 272],com.cloud.utils.nio.NioConnection,272,272,50,50,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,Sink method Logger.trace(...),Logger.trace(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,784b5fbcfd57ebfc226b1796d7f054f,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In NioConnection.java,com.cloud.utils.nio.NioConnection,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In class com.cloud.utils.nio.NioConnection,com.cloud.utils.nio.NioConnection,true,com.cloud.utils.nio.NioConnection,92,111,0,335,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In method com.cloud.utils.nio.NioConnection.start(),com.cloud.utils.nio.NioConnection,start,()V,false,true,At NioConnection.java:[line 97],com.cloud.utils.nio.NioConnection,true,97,97,44,44,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,At NioConnection.java:[line 97],com.cloud.utils.nio.NioConnection,97,97,41,41,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,ff3de1927114e21f738a7c8fe58e3936,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.trace(...) might be used to include CRLF characters into log messages,In NioConnection.java,com.cloud.utils.nio.NioConnection,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In class com.cloud.utils.nio.NioConnection,com.cloud.utils.nio.NioConnection,true,com.cloud.utils.nio.NioConnection,432,448,0,262,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In method com.cloud.utils.nio.NioConnection.write(SelectionKey),com.cloud.utils.nio.NioConnection,write,(Ljava/nio/channels/SelectionKey;)V,false,true,At NioConnection.java:[line 435],com.cloud.utils.nio.NioConnection,true,435,435,45,45,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,At NioConnection.java:[line 435],com.cloud.utils.nio.NioConnection,435,435,42,42,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,Sink method Logger.trace(...),Logger.trace(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,403ed1b989b4b682fa9e42136b8d772c,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.trace(...) might be used to include CRLF characters into log messages,In NioConnection.java,com.cloud.utils.nio.NioConnection$1,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In class com.cloud.utils.nio.NioConnection$1,com.cloud.utils.nio.NioConnection$1,true,com.cloud.utils.nio.NioConnection$1,213,238,0,523,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,In method com.cloud.utils.nio.NioConnection$1.run(),com.cloud.utils.nio.NioConnection$1,run,()V,false,true,At NioConnection.java:[line 231],com.cloud.utils.nio.NioConnection$1,true,231,231,224,224,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,At NioConnection.java:[line 231],com.cloud.utils.nio.NioConnection$1,231,231,221,221,NioConnection.java,com/cloud/utils/nio/NioConnection.java,java/com/cloud/utils/nio/NioConnection.java,Sink method Logger.trace(...),Logger.trace(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,55065a835c896d45b2f5be976c6a6aa2,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In NioServer.java,com.cloud.utils.nio.NioServer,NioServer.java,com/cloud/utils/nio/NioServer.java,java/com/cloud/utils/nio/NioServer.java,In class com.cloud.utils.nio.NioServer,com.cloud.utils.nio.NioServer,true,com.cloud.utils.nio.NioServer,69,74,0,116,NioServer.java,com/cloud/utils/nio/NioServer.java,java/com/cloud/utils/nio/NioServer.java,In method com.cloud.utils.nio.NioServer.cleanUp(),com.cloud.utils.nio.NioServer,cleanUp,()V,false,true,At NioServer.java:[line 73],com.cloud.utils.nio.NioServer,true,73,73,46,46,NioServer.java,com/cloud/utils/nio/NioServer.java,java/com/cloud/utils/nio/NioServer.java,At NioServer.java:[line 73],com.cloud.utils.nio.NioServer,73,73,43,43,NioServer.java,com/cloud/utils/nio/NioServer.java,java/com/cloud/utils/nio/NioServer.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4ab3f80d94fc8866644967bd10bf0b9,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In NioServer.java,com.cloud.utils.nio.NioServer,NioServer.java,com/cloud/utils/nio/NioServer.java,java/com/cloud/utils/nio/NioServer.java,In class com.cloud.utils.nio.NioServer,com.cloud.utils.nio.NioServer,true,com.cloud.utils.nio.NioServer,54,65,0,174,NioServer.java,com/cloud/utils/nio/NioServer.java,java/com/cloud/utils/nio/NioServer.java,In method com.cloud.utils.nio.NioServer.init(),com.cloud.utils.nio.NioServer,init,()V,false,true,At NioServer.java:[line 64],com.cloud.utils.nio.NioServer,true,64,64,101,101,NioServer.java,com/cloud/utils/nio/NioServer.java,java/com/cloud/utils/nio/NioServer.java,At NioServer.java:[line 64],com.cloud.utils.nio.NioServer,64,64,98,98,NioServer.java,com/cloud/utils/nio/NioServer.java,java/com/cloud/utils/nio/NioServer.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,66ca8d41f0f24dabea09ba5f67864754,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrustManager that accept any certificates,TrustManager that accept any certificates makes communication vulnerable to a MITM attack,In TrustAllManager.java,com.cloud.utils.nio.TrustAllManager,TrustAllManager.java,com/cloud/utils/nio/TrustAllManager.java,java/com/cloud/utils/nio/TrustAllManager.java,In class com.cloud.utils.nio.TrustAllManager,com.cloud.utils.nio.TrustAllManager,true,com.cloud.utils.nio.TrustAllManager,43,43,0,62,TrustAllManager.java,com/cloud/utils/nio/TrustAllManager.java,java/com/cloud/utils/nio/TrustAllManager.java,"In method com.cloud.utils.nio.TrustAllManager.checkClientTrusted(X509Certificate[], String)",com.cloud.utils.nio.TrustAllManager,checkClientTrusted,([Ljava/security/cert/X509Certificate;Ljava/lang/String;)V,false,true,At TrustAllManager.java:[line 43],com.cloud.utils.nio.TrustAllManager,,43,43,0,62,TrustAllManager.java,com/cloud/utils/nio/TrustAllManager.java,java/com/cloud/utils/nio/TrustAllManager.java,,,,,,,,,,,,,WEAK_TRUST_MANAGER,2,7,SECWTM,SECURITY,cbde12f6f558f0b8252059889862cd3a,0,0,295,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,
TrustManager that accept any certificates,TrustManager that accept any certificates makes communication vulnerable to a MITM attack,In TrustAllManager.java,com.cloud.utils.nio.TrustAllManager,TrustAllManager.java,com/cloud/utils/nio/TrustAllManager.java,java/com/cloud/utils/nio/TrustAllManager.java,In class com.cloud.utils.nio.TrustAllManager,com.cloud.utils.nio.TrustAllManager,true,com.cloud.utils.nio.TrustAllManager,38,38,0,62,TrustAllManager.java,com/cloud/utils/nio/TrustAllManager.java,java/com/cloud/utils/nio/TrustAllManager.java,"In method com.cloud.utils.nio.TrustAllManager.checkServerTrusted(X509Certificate[], String)",com.cloud.utils.nio.TrustAllManager,checkServerTrusted,([Ljava/security/cert/X509Certificate;Ljava/lang/String;)V,false,true,At TrustAllManager.java:[line 38],com.cloud.utils.nio.TrustAllManager,,38,38,0,62,TrustAllManager.java,com/cloud/utils/nio/TrustAllManager.java,java/com/cloud/utils/nio/TrustAllManager.java,,,,,,,,,,,,,WEAK_TRUST_MANAGER,2,7,SECWTM,SECURITY,f47e442947a84524d6091743d6caa793,0,0,295,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,
TrustManager that accept any certificates,TrustManager that accept any certificates makes communication vulnerable to a MITM attack,In TrustAllManager.java,com.cloud.utils.nio.TrustAllManager,TrustAllManager.java,com/cloud/utils/nio/TrustAllManager.java,java/com/cloud/utils/nio/TrustAllManager.java,In class com.cloud.utils.nio.TrustAllManager,com.cloud.utils.nio.TrustAllManager,true,com.cloud.utils.nio.TrustAllManager,25,25,0,43,TrustAllManager.java,com/cloud/utils/nio/TrustAllManager.java,java/com/cloud/utils/nio/TrustAllManager.java,In method com.cloud.utils.nio.TrustAllManager.getAcceptedIssuers(),com.cloud.utils.nio.TrustAllManager,getAcceptedIssuers,()[Ljava/security/cert/X509Certificate;,false,true,At TrustAllManager.java:[line 25],com.cloud.utils.nio.TrustAllManager,,25,25,0,43,TrustAllManager.java,com/cloud/utils/nio/TrustAllManager.java,java/com/cloud/utils/nio/TrustAllManager.java,,,,,,,,,,,,,WEAK_TRUST_MANAGER,2,7,SECWTM,SECURITY,26b23bb5fca2173a640aafea3fc4c2ee,0,0,295,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BasicRestClient.java,com.cloud.utils.rest.BasicRestClient,BasicRestClient.java,com/cloud/utils/rest/BasicRestClient.java,java/com/cloud/utils/rest/BasicRestClient.java,In class com.cloud.utils.rest.BasicRestClient,com.cloud.utils.rest.BasicRestClient,true,com.cloud.utils.rest.BasicRestClient,74,78,0,206,BasicRestClient.java,com/cloud/utils/rest/BasicRestClient.java,java/com/cloud/utils/rest/BasicRestClient.java,In method com.cloud.utils.rest.BasicRestClient.logRequestExecution(HttpUriRequest),com.cloud.utils.rest.BasicRestClient,logRequestExecution,(Lorg/apache/http/client/methods/HttpUriRequest;)V,false,true,At BasicRestClient.java:[line 77],com.cloud.utils.rest.BasicRestClient,true,77,77,94,94,BasicRestClient.java,com/cloud/utils/rest/BasicRestClient.java,java/com/cloud/utils/rest/BasicRestClient.java,At BasicRestClient.java:[line 77],com.cloud.utils.rest.BasicRestClient,77,77,91,91,BasicRestClient.java,com/cloud/utils/rest/BasicRestClient.java,java/com/cloud/utils/rest/BasicRestClient.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,376badc20a425b3f30ca589800531fb6,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
