ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,String/1/Message,String/1/_value,String/1/_role,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ParamsConfigurator.java,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,In class org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,true,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,220,237,0,208,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,In method org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator.paramsAsListOfBoolean(List),org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,paramsAsListOfBoolean,(Ljava/util/List;)Lorg/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany;,false,true,At ParamsConfigurator.java:[line 223],org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,true,223,223,82,82,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,At ParamsConfigurator.java:[line 223],org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,223,223,79,79,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,43d2e3597fffce17b096e07254815023,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ParamsConfigurator.java,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,In class org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,true,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,198,215,0,208,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,In method org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator.paramsAsListOfDouble(List),org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,paramsAsListOfDouble,(Ljava/util/List;)Lorg/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany;,false,true,At ParamsConfigurator.java:[line 201],org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,true,201,201,82,82,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,At ParamsConfigurator.java:[line 201],org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,201,201,79,79,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,ce8f0a85794560d2f9c6c3286937f5d4,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ParamsConfigurator.java,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,In class org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,true,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,155,172,0,228,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,In method org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator.paramsAsListOfDto(List),org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,paramsAsListOfDto,(Ljava/util/List;)Lorg/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany;,false,true,At ParamsConfigurator.java:[line 158],org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,true,158,158,94,94,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,At ParamsConfigurator.java:[line 167],org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,167,167,91,91,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,95aa3565e670de935d43527a59cbc92d,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ParamsConfigurator.java,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,In class org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,true,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,177,193,0,208,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,In method org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator.paramsAsListOfString(List),org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,paramsAsListOfString,(Ljava/util/List;)Lorg/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany;,false,true,At ParamsConfigurator.java:[line 180],org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,true,180,180,82,82,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,At ParamsConfigurator.java:[line 180],org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,180,180,79,79,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d8e6373bca543b328617dfc032addb85,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ParamsConfigurator.java,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,In class org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,true,org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,96,112,0,156,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,In method org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator.paramsAsString(String),org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,paramsAsString,(Ljava/lang/String;)Lorg/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromOne;,false,true,At ParamsConfigurator.java:[line 98],org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,true,98,98,63,63,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,At ParamsConfigurator.java:[line 98],org.eclipse.che.api.core.jsonrpc.commons.transmission.ParamsConfigurator,98,98,60,60,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\ParamsConfigurator.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c793d196735d93c65a7471d4e553989d,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SendConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,147,169,0,214,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,In method org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany.sendAndReceiveResultAsBoolean(int),org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,sendAndReceiveResultAsBoolean,(I)Lorg/eclipse/che/api/core/jsonrpc/commons/JsonRpcPromise;,false,true,At SendConfiguratorFromMany.java:[line 149],org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,true,149,149,98,98,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,At SendConfiguratorFromMany.java:[line 161],org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,161,161,95,95,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c2409414f0766d1c09400756ef5746b3,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SendConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,178,200,0,214,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,In method org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany.sendAndReceiveResultAsDouble(int),org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,sendAndReceiveResultAsDouble,(I)Lorg/eclipse/che/api/core/jsonrpc/commons/JsonRpcPromise;,false,true,At SendConfiguratorFromMany.java:[line 180],org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,true,180,180,98,98,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,At SendConfiguratorFromMany.java:[line 192],org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,192,192,95,95,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b9c2d8733106848f1df17630530b5d12,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SendConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,83,107,0,243,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,"In method org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany.sendAndReceiveResultAsDto(Class, int)",org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,sendAndReceiveResultAsDto,(Ljava/lang/Class;I)Lorg/eclipse/che/api/core/jsonrpc/commons/JsonRpcPromise;,false,true,At SendConfiguratorFromMany.java:[line 87],org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,true,87,87,104,104,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,At SendConfiguratorFromMany.java:[line 99],org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,99,99,101,101,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,f883e72ab4a2c21c8979d973c88e14e7,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SendConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,274,296,0,214,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,In method org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany.sendAndReceiveResultAsListOfBoolean(int),org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,sendAndReceiveResultAsListOfBoolean,(I)Lorg/eclipse/che/api/core/jsonrpc/commons/JsonRpcPromise;,false,true,At SendConfiguratorFromMany.java:[line 276],org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,true,276,276,98,98,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,At SendConfiguratorFromMany.java:[line 288],org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,288,288,95,95,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,832dc6b227ca0a07a8e17a0167d2e752,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SendConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,305,327,0,214,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,In method org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany.sendAndReceiveResultAsListOfDouble(int),org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,sendAndReceiveResultAsListOfDouble,(I)Lorg/eclipse/che/api/core/jsonrpc/commons/JsonRpcPromise;,false,true,At SendConfiguratorFromMany.java:[line 307],org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,true,307,307,98,98,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,At SendConfiguratorFromMany.java:[line 319],org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,319,319,95,95,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,6dbbed16d552bb599e028b2ae5de9b2,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SendConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,210,234,0,243,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,"In method org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany.sendAndReceiveResultAsListOfDto(Class, int)",org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,sendAndReceiveResultAsListOfDto,(Ljava/lang/Class;I)Lorg/eclipse/che/api/core/jsonrpc/commons/JsonRpcPromise;,false,true,At SendConfiguratorFromMany.java:[line 214],org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,true,214,214,104,104,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,At SendConfiguratorFromMany.java:[line 226],org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,226,226,101,101,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,28cc639300fa1544da3a4a237a76f389,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SendConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,243,265,0,214,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,In method org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany.sendAndReceiveResultAsListOfString(int),org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,sendAndReceiveResultAsListOfString,(I)Lorg/eclipse/che/api/core/jsonrpc/commons/JsonRpcPromise;,false,true,At SendConfiguratorFromMany.java:[line 245],org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,true,245,245,98,98,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,At SendConfiguratorFromMany.java:[line 257],org.eclipse.che.api.core.jsonrpc.commons.transmission.SendConfiguratorFromMany,257,257,95,95,SendConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/transmission/SendConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\transmission\SendConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,f31e3985191181210a7f38c13b86ce48,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
