ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,String/1/Message,String/1/_value,String/1/_role,SourceLine/0/_synthetic,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath
Found JAX-RS REST endpoint,alluxio.master.job.JobMasterClientRestServiceHandler.alluxio.master.job.JobMasterClientRestServiceHandler.getServiceName() is a REST Web Service endpoint,In JobMasterClientRestServiceHandler.java,alluxio.master.job.JobMasterClientRestServiceHandler,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,In class alluxio.master.job.JobMasterClientRestServiceHandler,alluxio.master.job.JobMasterClientRestServiceHandler,true,alluxio.master.job.JobMasterClientRestServiceHandler,65,65,0,64,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,In method alluxio.master.job.JobMasterClientRestServiceHandler.getServiceName(),alluxio.master.job.JobMasterClientRestServiceHandler,getServiceName,()Ljavax/ws/rs/core/Response;,false,true,At JobMasterClientRestServiceHandler.java:[line 65],alluxio.master.job.JobMasterClientRestServiceHandler,,65,65,0,64,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,,,,,,,,,,,,,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,a5a1020313409a86fc0e2b80909c22d7,0,0,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
Found JAX-RS REST endpoint,alluxio.master.job.JobMasterClientRestServiceHandler.alluxio.master.job.JobMasterClientRestServiceHandler.getServiceVersion() is a REST Web Service endpoint,In JobMasterClientRestServiceHandler.java,alluxio.master.job.JobMasterClientRestServiceHandler,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,In class alluxio.master.job.JobMasterClientRestServiceHandler,alluxio.master.job.JobMasterClientRestServiceHandler,true,alluxio.master.job.JobMasterClientRestServiceHandler,79,79,0,64,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,In method alluxio.master.job.JobMasterClientRestServiceHandler.getServiceVersion(),alluxio.master.job.JobMasterClientRestServiceHandler,getServiceVersion,()Ljavax/ws/rs/core/Response;,false,true,At JobMasterClientRestServiceHandler.java:[line 79],alluxio.master.job.JobMasterClientRestServiceHandler,,79,79,0,64,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,,,,,,,,,,,,,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,d91cbbed2a0f2db2733bfa097efd57df,0,0,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
Found JAX-RS REST endpoint,alluxio.master.job.JobMasterClientRestServiceHandler.alluxio.master.job.JobMasterClientRestServiceHandler.getStatus(long) is a REST Web Service endpoint,In JobMasterClientRestServiceHandler.java,alluxio.master.job.JobMasterClientRestServiceHandler,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,In class alluxio.master.job.JobMasterClientRestServiceHandler,alluxio.master.job.JobMasterClientRestServiceHandler,true,alluxio.master.job.JobMasterClientRestServiceHandler,115,115,0,75,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,In method alluxio.master.job.JobMasterClientRestServiceHandler.getStatus(long),alluxio.master.job.JobMasterClientRestServiceHandler,getStatus,(J)Ljavax/ws/rs/core/Response;,false,true,At JobMasterClientRestServiceHandler.java:[line 115],alluxio.master.job.JobMasterClientRestServiceHandler,,115,115,0,75,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,,,,,,,,,,,,,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,689def8fa2ee79aec3f9f4612df8cc49,0,0,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
Found JAX-RS REST endpoint,alluxio.master.job.JobMasterClientRestServiceHandler.alluxio.master.job.JobMasterClientRestServiceHandler.list() is a REST Web Service endpoint,In JobMasterClientRestServiceHandler.java,alluxio.master.job.JobMasterClientRestServiceHandler,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,In class alluxio.master.job.JobMasterClientRestServiceHandler,alluxio.master.job.JobMasterClientRestServiceHandler,true,alluxio.master.job.JobMasterClientRestServiceHandler,131,131,0,64,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,In method alluxio.master.job.JobMasterClientRestServiceHandler.list(),alluxio.master.job.JobMasterClientRestServiceHandler,list,()Ljavax/ws/rs/core/Response;,false,true,At JobMasterClientRestServiceHandler.java:[line 131],alluxio.master.job.JobMasterClientRestServiceHandler,,131,131,0,64,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,,,,,,,,,,,,,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,ca169e3d4a264628baec401502e3ee6a,0,0,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
Found JAX-RS REST endpoint,alluxio.master.job.JobMasterClientRestServiceHandler.alluxio.master.job.JobMasterClientRestServiceHandler.run(JobConfig) is a REST Web Service endpoint,In JobMasterClientRestServiceHandler.java,alluxio.master.job.JobMasterClientRestServiceHandler,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,In class alluxio.master.job.JobMasterClientRestServiceHandler,alluxio.master.job.JobMasterClientRestServiceHandler,true,alluxio.master.job.JobMasterClientRestServiceHandler,149,149,0,75,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,In method alluxio.master.job.JobMasterClientRestServiceHandler.run(JobConfig),alluxio.master.job.JobMasterClientRestServiceHandler,run,(Lalluxio/job/JobConfig;)Ljavax/ws/rs/core/Response;,false,true,At JobMasterClientRestServiceHandler.java:[line 149],alluxio.master.job.JobMasterClientRestServiceHandler,,149,149,0,75,JobMasterClientRestServiceHandler.java,alluxio/master/job/JobMasterClientRestServiceHandler.java,main\java\alluxio\master\job\JobMasterClientRestServiceHandler.java,,,,,,,,,,,,,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,39c51b51c781139053f52ec727ed15d8,0,0,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In CommandManager.java,alluxio.master.job.command.CommandManager,CommandManager.java,alluxio/master/job/command/CommandManager.java,main\java\alluxio\master\job\command\CommandManager.java,In class alluxio.master.job.command.CommandManager,alluxio.master.job.command.CommandManager,true,alluxio.master.job.command.CommandManager,60,76,0,308,CommandManager.java,alluxio/master/job/command/CommandManager.java,main\java\alluxio\master\job\command\CommandManager.java,"In method alluxio.master.job.command.CommandManager.submitRunTaskCommand(long, long, JobConfig, Object, long)",alluxio.master.job.command.CommandManager,submitRunTaskCommand,(JJLalluxio/job/JobConfig;Ljava/lang/Object;J)V,false,true,At CommandManager.java:[line 70],alluxio.master.job.command.CommandManager,true,70,70,80,80,CommandManager.java,alluxio/master/job/command/CommandManager.java,main\java\alluxio\master\job\command\CommandManager.java,At CommandManager.java:[line 70],alluxio.master.job.command.CommandManager,70,70,77,77,CommandManager.java,alluxio/master/job/command/CommandManager.java,main\java\alluxio\master\job\command\CommandManager.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3cb4ed59ef6b353ec478efa688651eb8,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In PlanCoordinator.java,alluxio.master.job.plan.PlanCoordinator,PlanCoordinator.java,alluxio/master/job/plan/PlanCoordinator.java,main\java\alluxio\master\job\plan\PlanCoordinator.java,In class alluxio.master.job.plan.PlanCoordinator,alluxio.master.job.plan.PlanCoordinator,true,alluxio.master.job.plan.PlanCoordinator,109,142,0,688,PlanCoordinator.java,alluxio/master/job/plan/PlanCoordinator.java,main\java\alluxio\master\job\plan\PlanCoordinator.java,In method alluxio.master.job.plan.PlanCoordinator.start(),alluxio.master.job.plan.PlanCoordinator,start,()V,false,true,At PlanCoordinator.java:[line 109],alluxio.master.job.plan.PlanCoordinator,true,109,109,22,22,PlanCoordinator.java,alluxio/master/job/plan/PlanCoordinator.java,main\java\alluxio\master\job\plan\PlanCoordinator.java,At PlanCoordinator.java:[line 109],alluxio.master.job.plan.PlanCoordinator,109,109,19,19,PlanCoordinator.java,alluxio/master/job/plan/PlanCoordinator.java,main\java\alluxio\master\job\plan\PlanCoordinator.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,741fd2c9e4de77e90efa833ce66402eb,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In PlanCoordinator.java,alluxio.master.job.plan.PlanCoordinator,PlanCoordinator.java,alluxio/master/job/plan/PlanCoordinator.java,main\java\alluxio\master\job\plan\PlanCoordinator.java,In class alluxio.master.job.plan.PlanCoordinator,alluxio.master.job.plan.PlanCoordinator,true,alluxio.master.job.plan.PlanCoordinator,109,142,0,688,PlanCoordinator.java,alluxio/master/job/plan/PlanCoordinator.java,main\java\alluxio\master\job\plan\PlanCoordinator.java,In method alluxio.master.job.plan.PlanCoordinator.start(),alluxio.master.job.plan.PlanCoordinator,start,()V,false,true,At PlanCoordinator.java:[line 119],alluxio.master.job.plan.PlanCoordinator,true,119,119,94,94,PlanCoordinator.java,alluxio/master/job/plan/PlanCoordinator.java,main\java\alluxio\master\job\plan\PlanCoordinator.java,At PlanCoordinator.java:[line 119],alluxio.master.job.plan.PlanCoordinator,119,119,91,91,PlanCoordinator.java,alluxio/master/job/plan/PlanCoordinator.java,main\java\alluxio\master\job\plan\PlanCoordinator.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,1d2d3cd66c52cb2c5d22fb12d5215db5,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In PlanCoordinator.java,alluxio.master.job.plan.PlanCoordinator,PlanCoordinator.java,alluxio/master/job/plan/PlanCoordinator.java,main\java\alluxio\master\job\plan\PlanCoordinator.java,In class alluxio.master.job.plan.PlanCoordinator,alluxio.master.job.plan.PlanCoordinator,true,alluxio.master.job.plan.PlanCoordinator,109,142,0,688,PlanCoordinator.java,alluxio/master/job/plan/PlanCoordinator.java,main\java\alluxio\master\job\plan\PlanCoordinator.java,In method alluxio.master.job.plan.PlanCoordinator.start(),alluxio.master.job.plan.PlanCoordinator,start,()V,false,true,At PlanCoordinator.java:[line 131],alluxio.master.job.plan.PlanCoordinator,true,131,131,202,202,PlanCoordinator.java,alluxio/master/job/plan/PlanCoordinator.java,main\java\alluxio\master\job\plan\PlanCoordinator.java,At PlanCoordinator.java:[line 131],alluxio.master.job.plan.PlanCoordinator,131,131,199,199,PlanCoordinator.java,alluxio/master/job/plan/PlanCoordinator.java,main\java\alluxio\master\job\plan\PlanCoordinator.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3781ecd8fe68d3973d007cd750889b6d,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In WorkflowTracker.java,alluxio.master.job.workflow.WorkflowTracker,WorkflowTracker.java,alluxio/master/job/workflow/WorkflowTracker.java,main\java\alluxio\master\job\workflow\WorkflowTracker.java,In class alluxio.master.job.workflow.WorkflowTracker,alluxio.master.job.workflow.WorkflowTracker,true,alluxio.master.job.workflow.WorkflowTracker,220,256,0,686,WorkflowTracker.java,alluxio/master/job/workflow/WorkflowTracker.java,main\java\alluxio\master\job\workflow\WorkflowTracker.java,In method alluxio.master.job.workflow.WorkflowTracker.next(long),alluxio.master.job.workflow.WorkflowTracker,next,(J)V,false,true,At WorkflowTracker.java:[line 252],alluxio.master.job.workflow.WorkflowTracker,true,252,252,269,269,WorkflowTracker.java,alluxio/master/job/workflow/WorkflowTracker.java,main\java\alluxio\master\job\workflow\WorkflowTracker.java,At WorkflowTracker.java:[line 252],alluxio.master.job.workflow.WorkflowTracker,252,252,266,266,WorkflowTracker.java,alluxio/master/job/workflow/WorkflowTracker.java,main\java\alluxio\master\job\workflow\WorkflowTracker.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,95c08fde2158020dcae5224fb1112d85,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In AlluxioJobWorkerProcess.java,alluxio.worker.AlluxioJobWorkerProcess,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,In class alluxio.worker.AlluxioJobWorkerProcess,alluxio.worker.AlluxioJobWorkerProcess,true,alluxio.worker.AlluxioJobWorkerProcess,92,128,0,446,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,In method new alluxio.worker.AlluxioJobWorkerProcess(),alluxio.worker.AlluxioJobWorkerProcess,<init>,()V,false,true,At AlluxioJobWorkerProcess.java:[line 125],alluxio.worker.AlluxioJobWorkerProcess,true,125,125,214,214,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,At AlluxioJobWorkerProcess.java:[line 125],alluxio.worker.AlluxioJobWorkerProcess,125,125,210,210,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4c0a9ae0f1decabf1663a30c20aba8f4,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In AlluxioJobWorkerProcess.java,alluxio.worker.AlluxioJobWorkerProcess,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,In class alluxio.worker.AlluxioJobWorkerProcess,alluxio.worker.AlluxioJobWorkerProcess,true,alluxio.worker.AlluxioJobWorkerProcess,175,197,0,224,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,In method alluxio.worker.AlluxioJobWorkerProcess.start(),alluxio.worker.AlluxioJobWorkerProcess,start,()V,false,true,At AlluxioJobWorkerProcess.java:[line 182],alluxio.worker.AlluxioJobWorkerProcess,true,182,182,34,34,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,dbde732d3647f0a4939b02bdcdd6572f,0,0,117,,,,,,,,,,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In AlluxioJobWorkerProcess.java,alluxio.worker.AlluxioJobWorkerProcess,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,In class alluxio.worker.AlluxioJobWorkerProcess,alluxio.worker.AlluxioJobWorkerProcess,true,alluxio.worker.AlluxioJobWorkerProcess,175,197,0,224,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,In method alluxio.worker.AlluxioJobWorkerProcess.start(),alluxio.worker.AlluxioJobWorkerProcess,start,()V,false,true,At AlluxioJobWorkerProcess.java:[line 185],alluxio.worker.AlluxioJobWorkerProcess,true,185,185,107,107,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,At AlluxioJobWorkerProcess.java:[line 188],alluxio.worker.AlluxioJobWorkerProcess,188,188,61,61,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c94272cb411528aea93031ccd9029ba7,0,0,117,At AlluxioJobWorkerProcess.java:[line 190],alluxio.worker.AlluxioJobWorkerProcess,190,190,73,73,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In AlluxioJobWorkerProcess.java,alluxio.worker.AlluxioJobWorkerProcess,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,In class alluxio.worker.AlluxioJobWorkerProcess,alluxio.worker.AlluxioJobWorkerProcess,true,alluxio.worker.AlluxioJobWorkerProcess,201,226,0,382,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,In method alluxio.worker.AlluxioJobWorkerProcess.startServingRPCServer(),alluxio.worker.AlluxioJobWorkerProcess,startServingRPCServer,()V,false,true,At AlluxioJobWorkerProcess.java:[line 207],alluxio.worker.AlluxioJobWorkerProcess,true,207,207,23,23,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,At AlluxioJobWorkerProcess.java:[line 207],alluxio.worker.AlluxioJobWorkerProcess,207,207,20,20,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,acc9fb4eb532307e571ed2e5c23e8ff8,0,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In AlluxioJobWorkerProcess.java,alluxio.worker.AlluxioJobWorkerProcess,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,In class alluxio.worker.AlluxioJobWorkerProcess,alluxio.worker.AlluxioJobWorkerProcess,true,alluxio.worker.AlluxioJobWorkerProcess,201,226,0,382,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,In method alluxio.worker.AlluxioJobWorkerProcess.startServingRPCServer(),alluxio.worker.AlluxioJobWorkerProcess,startServingRPCServer,()V,false,true,At AlluxioJobWorkerProcess.java:[line 214],alluxio.worker.AlluxioJobWorkerProcess,true,214,214,106,106,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,At AlluxioJobWorkerProcess.java:[line 214],alluxio.worker.AlluxioJobWorkerProcess,214,214,103,103,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,acc9fb4eb532307e571ed2e5c23e8ff8,1,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In AlluxioJobWorkerProcess.java,alluxio.worker.AlluxioJobWorkerProcess,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,In class alluxio.worker.AlluxioJobWorkerProcess,alluxio.worker.AlluxioJobWorkerProcess,true,alluxio.worker.AlluxioJobWorkerProcess,201,226,0,382,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,In method alluxio.worker.AlluxioJobWorkerProcess.startServingRPCServer(),alluxio.worker.AlluxioJobWorkerProcess,startServingRPCServer,()V,false,true,At AlluxioJobWorkerProcess.java:[line 219],alluxio.worker.AlluxioJobWorkerProcess,true,219,219,148,148,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,At AlluxioJobWorkerProcess.java:[line 219],alluxio.worker.AlluxioJobWorkerProcess,219,219,145,145,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,acc9fb4eb532307e571ed2e5c23e8ff8,2,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In AlluxioJobWorkerProcess.java,alluxio.worker.AlluxioJobWorkerProcess,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,In class alluxio.worker.AlluxioJobWorkerProcess,alluxio.worker.AlluxioJobWorkerProcess,true,alluxio.worker.AlluxioJobWorkerProcess,234,239,0,97,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,In method alluxio.worker.AlluxioJobWorkerProcess.stop(),alluxio.worker.AlluxioJobWorkerProcess,stop,()V,false,true,At AlluxioJobWorkerProcess.java:[line 234],alluxio.worker.AlluxioJobWorkerProcess,true,234,234,10,10,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,At AlluxioJobWorkerProcess.java:[line 234],alluxio.worker.AlluxioJobWorkerProcess,234,234,7,7,AlluxioJobWorkerProcess.java,alluxio/worker/AlluxioJobWorkerProcess.java,main\java\alluxio\worker\AlluxioJobWorkerProcess.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,311bf102b8913de442104c8901687a45,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Found JAX-RS REST endpoint,alluxio.worker.AlluxioJobWorkerRestServiceHandler.alluxio.worker.AlluxioJobWorkerRestServiceHandler.getInfo(Boolean) is a REST Web Service endpoint,In AlluxioJobWorkerRestServiceHandler.java,alluxio.worker.AlluxioJobWorkerRestServiceHandler,AlluxioJobWorkerRestServiceHandler.java,alluxio/worker/AlluxioJobWorkerRestServiceHandler.java,main\java\alluxio\worker\AlluxioJobWorkerRestServiceHandler.java,In class alluxio.worker.AlluxioJobWorkerRestServiceHandler,alluxio.worker.AlluxioJobWorkerRestServiceHandler,true,alluxio.worker.AlluxioJobWorkerRestServiceHandler,81,81,0,73,AlluxioJobWorkerRestServiceHandler.java,alluxio/worker/AlluxioJobWorkerRestServiceHandler.java,main\java\alluxio\worker\AlluxioJobWorkerRestServiceHandler.java,In method alluxio.worker.AlluxioJobWorkerRestServiceHandler.getInfo(Boolean),alluxio.worker.AlluxioJobWorkerRestServiceHandler,getInfo,(Ljava/lang/Boolean;)Ljavax/ws/rs/core/Response;,false,true,At AlluxioJobWorkerRestServiceHandler.java:[line 81],alluxio.worker.AlluxioJobWorkerRestServiceHandler,,81,81,0,73,AlluxioJobWorkerRestServiceHandler.java,alluxio/worker/AlluxioJobWorkerRestServiceHandler.java,main\java\alluxio\worker\AlluxioJobWorkerRestServiceHandler.java,,,,,,,,,,,,,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,49b5e478fe2b43626fafca6a10dc134b,0,0,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
